"customer_id","customer_name","order_count","total_revenue","avg_order_value","cancelled_orders","cancellation_rate"
1309,"Customer 01309",16,12982.73,811.42,0,0.00
1310,"Customer 01310",9,13946.92,1549.66,1,11.11
1311,"Customer 01311",6,3783.99,630.67,0,0.00
1312,"Customer 01312",8,13275.57,1659.45,0,0.00
1313,"Customer 01313",15,11444.01,762.93,0,0.00
1314,"Customer 01314",12,16667.39,1388.95,1,8.33
1315,"Customer 01315",9,6216.24,690.69,0,0.00
1316,"Customer 01316",5,6910.50,1382.10,0,0.00
1317,"Customer 01317",8,11226.93,1403.37,0,0.00
1318,"Customer 01318",9,11788.30,1309.81,0,0.00
1319,"Customer 01319",16,19756.33,1234.77,0,0.00
1320,"Customer 01320",9,8500.09,944.45,1,11.11
1321,"Customer 01321",7,6136.55,876.65,0,0.00
1322,"Customer 01322",10,14882.86,1488.29,1,10.00
1323,"Customer 01323",10,11073.43,1107.34,1,10.00
1324,"Customer 01324",11,14290.25,1299.11,1,9.09
1325,"Customer 01325",18,20941.68,1163.43,2,11.11
1326,"Customer 01326",6,2449.00,408.17,1,16.67
1327,"Customer 01327",10,11892.00,1189.20,0,0.00
1328,"Customer 01328",19,18249.26,960.49,1,5.26
1329,"Customer 01329",12,14315.18,1192.93,0,0.00
1330,"Customer 01330",8,8812.85,1101.61,0,0.00
1331,"Customer 01331",10,9384.48,938.45,0,0.00
1332,"Customer 01332",15,18030.84,1202.06,1,6.67
1333,"Customer 01333",11,5322.37,483.85,0,0.00
1334,"Customer 01334",11,20811.12,1891.92,1,9.09
1335,"Customer 01335",4,4703.73,1175.93,0,0.00
1336,"Customer 01336",14,14232.72,1016.62,0,0.00
1337,"Customer 01337",19,21463.91,1129.68,2,10.53
1338,"Customer 01338",8,6199.24,774.91,0,0.00
1339,"Customer 01339",9,8215.85,912.87,1,11.11
1340,"Customer 01340",16,20141.47,1258.84,0,0.00
1341,"Customer 01341",8,10837.10,1354.64,0,0.00
1342,"Customer 01342",15,15175.00,1011.67,1,6.67
1343,"Customer 01343",8,10523.24,1315.41,0,0.00
1344,"Customer 01344",12,12562.20,1046.85,0,0.00
1345,"Customer 01345",10,23675.75,2367.58,1,10.00
1346,"Customer 01346",11,15468.55,1406.23,0,0.00
1347,"Customer 01347",14,9221.21,658.66,0,0.00
1348,"Customer 01348",8,11561.61,1445.20,0,0.00
1349,"Customer 01349",6,9451.50,1575.25,0,0.00
1350,"Customer 01350",8,8466.96,1058.37,0,0.00
1351,"Customer 01351",12,19849.79,1654.15,0,0.00
1352,"Customer 01352",13,14461.27,1112.41,1,7.69
1353,"Customer 01353",12,12666.54,1055.55,0,0.00
1354,"Customer 01354",9,9731.77,1081.31,0,0.00
1355,"Customer 01355",10,9329.52,932.95,0,0.00
1356,"Customer 01356",10,14028.39,1402.84,0,0.00
1357,"Customer 01357",13,23320.69,1793.90,0,0.00
1358,"Customer 01358",9,6560.94,728.99,0,0.00
1359,"Customer 01359",12,19941.77,1661.81,0,0.00
1360,"Customer 01360",6,11360.69,1893.45,0,0.00
1361,"Customer 01361",13,16219.94,1247.69,1,7.69
1362,"Customer 01362",5,9485.09,1897.02,0,0.00
1363,"Customer 01363",17,28358.52,1668.15,1,5.88
1364,"Customer 01364",11,16046.91,1458.81,0,0.00
1365,"Customer 01365",11,12045.78,1095.07,0,0.00
1366,"Customer 01366",7,7474.54,1067.79,2,28.57
1367,"Customer 01367",10,10246.27,1024.63,0,0.00
1368,"Customer 01368",5,4512.92,902.58,0,0.00
1369,"Customer 01369",9,9005.41,1000.60,0,0.00
1370,"Customer 01370",12,13581.93,1131.83,0,0.00
1371,"Customer 01371",11,20383.32,1853.03,1,9.09
1372,"Customer 01372",11,15427.70,1402.52,0,0.00
1373,"Customer 01373",16,15903.33,993.96,0,0.00
1374,"Customer 01374",9,10268.71,1140.97,0,0.00
1375,"Customer 01375",10,16479.30,1647.93,0,0.00
1376,"Customer 01376",8,8805.68,1100.71,0,0.00
1377,"Customer 01377",8,14689.34,1836.17,1,12.50
1378,"Customer 01378",8,7011.99,876.50,0,0.00
1379,"Customer 01379",8,3929.76,491.22,1,12.50
1380,"Customer 01380",7,6288.62,898.37,0,0.00
1381,"Customer 01381",12,17032.75,1419.40,0,0.00
1382,"Customer 01382",7,13186.09,1883.73,1,14.29
1383,"Customer 01383",11,18922.14,1720.19,0,0.00
1384,"Customer 01384",11,14905.66,1355.06,0,0.00
1385,"Customer 01385",11,17180.70,1561.88,0,0.00
1386,"Customer 01386",11,10401.37,945.58,0,0.00
1387,"Customer 01387",14,15009.91,1072.14,0,0.00
1388,"Customer 01388",9,11194.03,1243.78,0,0.00
1389,"Customer 01389",3,2963.50,987.83,1,33.33
1390,"Customer 01390",10,13947.39,1394.74,2,20.00
1391,"Customer 01391",9,9548.36,1060.93,0,0.00
1392,"Customer 01392",9,11175.37,1241.71,0,0.00
1393,"Customer 01393",8,12954.09,1619.26,0,0.00
1394,"Customer 01394",4,4939.08,1234.77,0,0.00
1395,"Customer 01395",12,12699.10,1058.26,3,25.00
1396,"Customer 01396",9,8554.76,950.53,0,0.00
1397,"Customer 01397",7,11777.53,1682.50,0,0.00
1398,"Customer 01398",5,7477.69,1495.54,0,0.00
1399,"Customer 01399",16,18837.23,1177.33,1,6.25
1400,"Customer 01400",11,10163.51,923.96,0,0.00
1401,"Customer 01401",5,3408.70,681.74,1,20.00
1402,"Customer 01402",13,20429.16,1571.47,0,0.00
1403,"Customer 01403",11,12736.02,1157.82,0,0.00
1404,"Customer 01404",5,5840.32,1168.06,0,0.00
1405,"Customer 01405",2,611.48,305.74,0,0.00
1406,"Customer 01406",13,15226.27,1171.25,0,0.00
1407,"Customer 01407",11,10483.84,953.08,0,0.00
1408,"Customer 01408",7,3733.80,533.40,0,0.00
1409,"Customer 01409",10,7948.97,794.90,1,10.00
1410,"Customer 01410",9,7943.33,882.59,0,0.00
1411,"Customer 01411",11,18906.16,1718.74,0,0.00
1412,"Customer 01412",6,8930.13,1488.36,0,0.00
1413,"Customer 01413",6,2980.50,496.75,0,0.00
1414,"Customer 01414",12,8457.99,704.83,0,0.00
1415,"Customer 01415",5,4631.11,926.22,0,0.00
1416,"Customer 01416",11,14968.33,1360.76,0,0.00
1417,"Customer 01417",12,16920.95,1410.08,2,16.67
1418,"Customer 01418",9,8060.43,895.60,0,0.00
1419,"Customer 01419",10,11050.93,1105.09,0,0.00
1420,"Customer 01420",11,17766.64,1615.15,0,0.00
1421,"Customer 01421",8,6060.63,757.58,0,0.00
1422,"Customer 01422",13,15427.92,1186.76,0,0.00
1423,"Customer 01423",9,11572.16,1285.80,0,0.00
1424,"Customer 01424",11,27048.00,2458.91,1,9.09
1425,"Customer 01425",7,9839.99,1405.71,0,0.00
1426,"Customer 01426",11,10511.45,955.59,1,9.09
1427,"Customer 01427",7,13133.95,1876.28,1,14.29
1428,"Customer 01428",4,5603.52,1400.88,0,0.00
1429,"Customer 01429",9,10394.47,1154.94,0,0.00
1430,"Customer 01430",8,7603.80,950.48,0,0.00
1431,"Customer 01431",12,16874.45,1406.20,0,0.00
1432,"Customer 01432",10,11219.91,1121.99,1,10.00
1433,"Customer 01433",17,22474.56,1322.03,1,5.88
1434,"Customer 01434",9,14588.56,1620.95,0,0.00
1435,"Customer 01435",12,12013.89,1001.16,1,8.33
1436,"Customer 01436",15,20289.58,1352.64,2,13.33
1437,"Customer 01437",16,26434.79,1652.17,0,0.00
1438,"Customer 01438",13,23268.75,1789.90,1,7.69
1439,"Customer 01439",10,11892.38,1189.24,1,10.00
1440,"Customer 01440",7,15937.38,2276.77,0,0.00
1441,"Customer 01441",13,21134.77,1625.75,0,0.00
1442,"Customer 01442",9,7900.53,877.84,0,0.00
1443,"Customer 01443",9,9356.90,1039.66,1,11.11
1444,"Customer 01444",7,8168.52,1166.93,1,14.29
1445,"Customer 01445",9,5436.01,604.00,0,0.00
1446,"Customer 01446",8,8925.47,1115.68,0,0.00
1447,"Customer 01447",7,4615.60,659.37,0,0.00
1448,"Customer 01448",11,8851.16,804.65,1,9.09
1449,"Customer 01449",11,8730.21,793.66,1,9.09
1450,"Customer 01450",8,9407.54,1175.94,1,12.50
1451,"Customer 01451",8,4111.33,513.92,0,0.00
1452,"Customer 01452",7,5275.02,753.57,2,28.57
1453,"Customer 01453",14,17852.22,1275.16,1,7.14
1454,"Customer 01454",11,6581.13,598.28,0,0.00
1455,"Customer 01455",7,13203.85,1886.26,0,0.00
1456,"Customer 01456",11,17260.66,1569.15,1,9.09
1457,"Customer 01457",8,19777.19,2472.15,1,12.50
1458,"Customer 01458",18,11137.20,618.73,2,11.11
1459,"Customer 01459",6,7046.32,1174.39,1,16.67
1460,"Customer 01460",13,20800.46,1600.04,0,0.00
1461,"Customer 01461",8,7417.67,927.21,1,12.50
1462,"Customer 01462",8,6133.62,766.70,0,0.00
1463,"Customer 01463",16,22125.94,1382.87,1,6.25
1464,"Customer 01464",12,10830.26,902.52,1,8.33
1465,"Customer 01465",13,14013.35,1077.95,1,7.69
1466,"Customer 01466",8,7461.03,932.63,1,12.50
1467,"Customer 01467",9,8420.61,935.62,1,11.11
1468,"Customer 01468",12,13887.25,1157.27,0,0.00
1469,"Customer 01469",7,18281.78,2611.68,0,0.00
1470,"Customer 01470",11,8522.67,774.79,0,0.00
1471,"Customer 01471",14,16409.49,1172.11,2,14.29
1472,"Customer 01472",17,16527.04,972.18,2,11.76
1473,"Customer 01473",11,9787.19,889.74,0,0.00
1474,"Customer 01474",7,6350.15,907.16,1,14.29
1475,"Customer 01475",15,15133.89,1008.93,3,20.00
1476,"Customer 01476",7,6450.85,921.55,0,0.00
1477,"Customer 01477",5,3245.54,649.11,0,0.00
1478,"Customer 01478",12,9955.73,829.64,3,25.00
1479,"Customer 01479",12,9715.76,809.65,0,0.00
1480,"Customer 01480",7,9512.19,1358.88,1,14.29
1481,"Customer 01481",11,16026.71,1456.97,0,0.00
1482,"Customer 01482",6,7956.98,1326.16,0,0.00
1483,"Customer 01483",7,7897.22,1128.17,1,14.29
1484,"Customer 01484",12,9822.02,818.50,0,0.00
1485,"Customer 01485",14,18539.52,1324.25,1,7.14
1486,"Customer 01486",7,18076.88,2582.41,1,14.29
1487,"Customer 01487",7,8269.83,1181.40,1,14.29
1488,"Customer 01488",10,12726.64,1272.66,0,0.00
1489,"Customer 01489",12,11714.17,976.18,0,0.00
1490,"Customer 01490",8,4329.31,541.16,0,0.00
1491,"Customer 01491",8,3393.42,424.18,0,0.00
1492,"Customer 01492",9,8686.25,965.14,1,11.11
1493,"Customer 01493",12,13226.73,1102.23,0,0.00
1494,"Customer 01494",8,16768.34,2096.04,0,0.00
1495,"Customer 01495",14,20504.33,1464.60,0,0.00
1496,"Customer 01496",14,24410.30,1743.59,1,7.14
1497,"Customer 01497",16,16980.92,1061.31,0,0.00
1498,"Customer 01498",15,19815.62,1321.04,0,0.00
1499,"Customer 01499",13,13960.52,1073.89,1,7.69
1500,"Customer 01500",9,9443.53,1049.28,0,0.00
1501,"Customer 01501",10,13433.45,1343.35,0,0.00
1502,"Customer 01502",5,9106.74,1821.35,0,0.00
1503,"Customer 01503",9,4841.37,537.93,0,0.00
1504,"Customer 01504",10,10759.39,1075.94,0,0.00
1505,"Customer 01505",7,4527.62,646.80,1,14.29
1506,"Customer 01506",9,13828.22,1536.47,0,0.00
1507,"Customer 01507",8,9603.04,1200.38,0,0.00
1508,"Customer 01508",10,9373.13,937.31,0,0.00
1509,"Customer 01509",10,8732.43,873.24,0,0.00
1510,"Customer 01510",7,6665.10,952.16,0,0.00
1511,"Customer 01511",16,25777.91,1611.12,0,0.00
1512,"Customer 01512",6,8720.57,1453.43,0,0.00
1513,"Customer 01513",10,6008.74,600.87,1,10.00
1514,"Customer 01514",8,16381.30,2047.66,2,25.00
1515,"Customer 01515",10,22581.91,2258.19,1,10.00
1516,"Customer 01516",7,4336.15,619.45,0,0.00
1517,"Customer 01517",7,7027.72,1003.96,1,14.29
1518,"Customer 01518",14,13199.06,942.79,0,0.00
1519,"Customer 01519",13,17693.23,1361.02,0,0.00
1520,"Customer 01520",10,11108.31,1110.83,0,0.00
1521,"Customer 01521",11,8079.62,734.51,1,9.09
1522,"Customer 01522",17,22787.11,1340.42,1,5.88
1523,"Customer 01523",8,14725.42,1840.68,0,0.00
1524,"Customer 01524",15,16549.40,1103.29,1,6.67
1525,"Customer 01525",11,8618.36,783.49,0,0.00
1526,"Customer 01526",14,15635.10,1116.79,0,0.00
1527,"Customer 01527",7,17191.43,2455.92,1,14.29
1528,"Customer 01528",10,8355.31,835.53,0,0.00
1529,"Customer 01529",13,13773.85,1059.53,0,0.00
1530,"Customer 01530",9,5803.06,644.78,1,11.11
1531,"Customer 01531",8,11915.19,1489.40,0,0.00
1532,"Customer 01532",7,7533.00,1076.14,0,0.00
1533,"Customer 01533",3,6586.34,2195.45,1,33.33
1534,"Customer 01534",12,13726.63,1143.89,0,0.00
1535,"Customer 01535",10,12328.44,1232.84,2,20.00
1536,"Customer 01536",14,13534.74,966.77,0,0.00
1537,"Customer 01537",7,7420.22,1060.03,0,0.00
1538,"Customer 01538",11,17305.35,1573.21,0,0.00
1539,"Customer 01539",4,3866.47,966.62,1,25.00
1540,"Customer 01540",14,18123.54,1294.54,1,7.14
1541,"Customer 01541",9,10295.55,1143.95,2,22.22
1542,"Customer 01542",10,12471.36,1247.14,1,10.00
1543,"Customer 01543",4,10065.12,2516.28,0,0.00
1544,"Customer 01544",12,15278.86,1273.24,1,8.33
1545,"Customer 01545",13,13118.06,1009.08,0,0.00
1546,"Customer 01546",12,5324.34,443.70,1,8.33
1547,"Customer 01547",7,10162.63,1451.80,0,0.00
1548,"Customer 01548",11,11407.46,1037.04,0,0.00
1549,"Customer 01549",8,3457.35,432.17,2,25.00
1550,"Customer 01550",10,10201.09,1020.11,0,0.00
1551,"Customer 01551",14,16132.37,1152.31,1,7.14
1552,"Customer 01552",10,12352.47,1235.25,2,20.00
1553,"Customer 01553",11,16413.44,1492.13,0,0.00
1554,"Customer 01554",8,14271.00,1783.88,1,12.50
1555,"Customer 01555",7,9194.88,1313.55,1,14.29
1556,"Customer 01556",13,17022.00,1309.38,0,0.00
1557,"Customer 01557",13,12231.08,940.85,0,0.00
1558,"Customer 01558",10,7336.52,733.65,0,0.00
1559,"Customer 01559",11,10427.14,947.92,1,9.09
1560,"Customer 01560",10,13852.67,1385.27,0,0.00
1561,"Customer 01561",7,4544.67,649.24,1,14.29
1562,"Customer 01562",7,6361.11,908.73,0,0.00
1563,"Customer 01563",3,8426.12,2808.71,0,0.00
1564,"Customer 01564",8,7860.51,982.56,0,0.00
1565,"Customer 01565",19,27880.95,1467.42,2,10.53
1566,"Customer 01566",8,2239.35,279.92,2,25.00
1567,"Customer 01567",9,7554.36,839.37,0,0.00
1568,"Customer 01568",13,10559.49,812.27,0,0.00
1569,"Customer 01569",12,10678.64,889.89,0,0.00
1570,"Customer 01570",8,14201.69,1775.21,0,0.00
1571,"Customer 01571",8,10715.30,1339.41,0,0.00
1572,"Customer 01572",18,17970.20,998.34,2,11.11
1573,"Customer 01573",8,5103.87,637.98,0,0.00
1574,"Customer 01574",14,28217.79,2015.56,1,7.14
1575,"Customer 01575",10,9439.34,943.93,0,0.00
1576,"Customer 01576",5,8606.14,1721.23,0,0.00
1577,"Customer 01577",8,6267.39,783.42,0,0.00
1578,"Customer 01578",10,17222.82,1722.28,0,0.00
1579,"Customer 01579",9,6671.31,741.26,0,0.00
1580,"Customer 01580",5,5941.80,1188.36,1,20.00
1581,"Customer 01581",14,17144.78,1224.63,2,14.29
1582,"Customer 01582",9,9348.69,1038.74,0,0.00
1583,"Customer 01583",9,13174.58,1463.84,0,0.00
1584,"Customer 01584",13,13997.15,1076.70,0,0.00
1585,"Customer 01585",7,9162.57,1308.94,0,0.00
1586,"Customer 01586",17,31614.06,1859.65,1,5.88
1587,"Customer 01587",5,4406.60,881.32,0,0.00
1588,"Customer 01588",9,12847.90,1427.54,0,0.00
1589,"Customer 01589",12,10634.54,886.21,1,8.33
1590,"Customer 01590",11,15667.93,1424.36,0,0.00
1591,"Customer 01591",14,15711.95,1122.28,0,0.00
1592,"Customer 01592",7,11227.49,1603.93,0,0.00
1593,"Customer 01593",10,14990.26,1499.03,0,0.00
1594,"Customer 01594",2,5217.68,2608.84,0,0.00
1595,"Customer 01595",11,11308.87,1028.08,0,0.00
1596,"Customer 01596",15,19379.47,1291.96,0,0.00
1597,"Customer 01597",12,9162.59,763.55,1,8.33
1598,"Customer 01598",8,11383.56,1422.95,1,12.50
1599,"Customer 01599",16,26159.87,1634.99,0,0.00
1600,"Customer 01600",5,4752.05,950.41,0,0.00
1601,"Customer 01601",7,8766.99,1252.43,0,0.00
1602,"Customer 01602",6,7029.57,1171.60,0,0.00
1603,"Customer 01603",14,11028.87,787.78,1,7.14
1604,"Customer 01604",8,9467.99,1183.50,0,0.00
1605,"Customer 01605",9,6636.88,737.43,1,11.11
1606,"Customer 01606",8,9821.97,1227.75,0,0.00
1607,"Customer 01607",9,8452.14,939.13,0,0.00
1608,"Customer 01608",12,10198.09,849.84,2,16.67
1609,"Customer 01609",11,15669.00,1424.45,0,0.00
1610,"Customer 01610",8,5408.14,676.02,1,12.50
1611,"Customer 01611",13,17330.23,1333.09,1,7.69
1612,"Customer 01612",10,9129.62,912.96,0,0.00
1613,"Customer 01613",7,6180.00,882.86,1,14.29
1614,"Customer 01614",8,7159.04,894.88,0,0.00
1615,"Customer 01615",11,11756.60,1068.78,0,0.00
1616,"Customer 01616",9,9226.16,1025.13,0,0.00
1617,"Customer 01617",9,6835.66,759.52,0,0.00
1618,"Customer 01618",6,5689.68,948.28,1,16.67
1619,"Customer 01619",6,11735.10,1955.85,0,0.00
1620,"Customer 01620",14,7965.87,568.99,1,7.14
1621,"Customer 01621",6,4455.71,742.62,0,0.00
1622,"Customer 01622",10,12394.34,1239.43,1,10.00
1623,"Customer 01623",12,17416.32,1451.36,1,8.33
1624,"Customer 01624",9,12367.02,1374.11,0,0.00
1625,"Customer 01625",10,8803.66,880.37,2,20.00
1626,"Customer 01626",13,11667.02,897.46,0,0.00
1627,"Customer 01627",11,9120.40,829.13,0,0.00
1628,"Customer 01628",8,11161.16,1395.15,0,0.00
1629,"Customer 01629",9,7535.70,837.30,0,0.00
1630,"Customer 01630",7,3670.74,524.39,1,14.29
1631,"Customer 01631",7,6370.23,910.03,0,0.00
1632,"Customer 01632",9,16872.68,1874.74,0,0.00
1633,"Customer 01633",9,11662.38,1295.82,1,11.11
1634,"Customer 01634",7,6916.17,988.02,0,0.00
1635,"Customer 01635",17,24078.43,1416.38,1,5.88
1636,"Customer 01636",11,11093.42,1008.49,1,9.09
1637,"Customer 01637",15,12967.07,864.47,0,0.00
1638,"Customer 01638",12,12904.64,1075.39,0,0.00
1639,"Customer 01639",16,24683.18,1542.70,1,6.25
1640,"Customer 01640",12,16678.33,1389.86,0,0.00
1641,"Customer 01641",14,15865.70,1133.26,1,7.14
1642,"Customer 01642",10,10967.33,1096.73,0,0.00
1643,"Customer 01643",11,13524.64,1229.51,0,0.00
1644,"Customer 01644",9,10460.02,1162.22,0,0.00
1645,"Customer 01645",7,2438.31,348.33,1,14.29
1646,"Customer 01646",7,7649.66,1092.81,0,0.00
1647,"Customer 01647",8,9924.01,1240.50,0,0.00
1648,"Customer 01648",7,6271.53,895.93,0,0.00
1649,"Customer 01649",7,11154.82,1593.55,1,14.29
1650,"Customer 01650",14,14781.55,1055.83,0,0.00
1651,"Customer 01651",9,11606.27,1289.59,2,22.22
1652,"Customer 01652",9,14202.21,1578.02,0,0.00
1653,"Customer 01653",5,5673.74,1134.75,0,0.00
1654,"Customer 01654",15,17337.91,1155.86,1,6.67
1655,"Customer 01655",4,2581.65,645.41,0,0.00
1656,"Customer 01656",11,3497.45,317.95,0,0.00
1657,"Customer 01657",8,9132.06,1141.51,0,0.00
1658,"Customer 01658",7,9988.81,1426.97,0,0.00
1659,"Customer 01659",12,22930.40,1910.87,2,16.67
1660,"Customer 01660",8,7862.50,982.81,1,12.50
1661,"Customer 01661",11,12072.63,1097.51,1,9.09
1662,"Customer 01662",8,7744.12,968.02,0,0.00
1663,"Customer 01663",12,10670.53,889.21,0,0.00
1664,"Customer 01664",9,10893.13,1210.35,0,0.00
1665,"Customer 01665",13,12718.50,978.35,1,7.69
1666,"Customer 01666",5,6578.10,1315.62,1,20.00
1667,"Customer 01667",10,12270.20,1227.02,0,0.00
1668,"Customer 01668",8,9937.29,1242.16,1,12.50
1669,"Customer 01669",13,13845.87,1065.07,0,0.00
1670,"Customer 01670",13,18960.15,1458.47,0,0.00
1671,"Customer 01671",13,18571.89,1428.61,0,0.00
1672,"Customer 01672",7,6783.22,969.03,0,0.00
1673,"Customer 01673",6,3294.60,549.10,0,0.00
1674,"Customer 01674",9,7600.11,844.46,1,11.11
1675,"Customer 01675",10,7643.40,764.34,1,10.00
1676,"Customer 01676",19,15784.60,830.77,2,10.53
1677,"Customer 01677",15,15896.43,1059.76,1,6.67
1678,"Customer 01678",12,28114.22,2342.85,1,8.33
1679,"Customer 01679",10,9076.71,907.67,0,0.00
1680,"Customer 01680",10,13127.98,1312.80,0,0.00
1681,"Customer 01681",14,15862.48,1133.03,0,0.00
1682,"Customer 01682",5,8039.49,1607.90,0,0.00
1683,"Customer 01683",13,14118.41,1086.03,1,7.69
1684,"Customer 01684",5,5646.04,1129.21,0,0.00
1685,"Customer 01685",8,12174.38,1521.80,1,12.50
1686,"Customer 01686",9,6444.27,716.03,0,0.00
1687,"Customer 01687",9,15545.63,1727.29,0,0.00
1688,"Customer 01688",14,27844.91,1988.92,0,0.00
1689,"Customer 01689",8,11639.58,1454.95,0,0.00
1690,"Customer 01690",10,10020.69,1002.07,0,0.00
1691,"Customer 01691",12,16856.70,1404.73,0,0.00
1692,"Customer 01692",11,14759.16,1341.74,0,0.00
1693,"Customer 01693",6,5417.88,902.98,0,0.00
1694,"Customer 01694",10,9716.29,971.63,1,10.00
1695,"Customer 01695",7,8059.97,1151.42,3,42.86
1696,"Customer 01696",10,3945.40,394.54,0,0.00
1697,"Customer 01697",12,13388.28,1115.69,0,0.00
1698,"Customer 01698",9,8743.69,971.52,1,11.11
1699,"Customer 01699",11,11563.67,1051.24,1,9.09
1700,"Customer 01700",6,8914.80,1485.80,1,16.67
1701,"Customer 01701",9,10622.09,1180.23,2,22.22
1702,"Customer 01702",8,7685.08,960.64,0,0.00
1703,"Customer 01703",9,5056.11,561.79,0,0.00
1704,"Customer 01704",5,4083.48,816.70,0,0.00
1705,"Customer 01705",10,17643.51,1764.35,1,10.00
1706,"Customer 01706",10,12194.71,1219.47,0,0.00
1707,"Customer 01707",9,12377.38,1375.26,0,0.00
1708,"Customer 01708",7,7976.51,1139.50,0,0.00
1709,"Customer 01709",16,15221.70,951.36,1,6.25
1710,"Customer 01710",7,7761.65,1108.81,0,0.00
1711,"Customer 01711",10,10350.41,1035.04,1,10.00
1712,"Customer 01712",13,11409.05,877.62,0,0.00
1713,"Customer 01713",9,12502.55,1389.17,2,22.22
1714,"Customer 01714",9,6971.95,774.66,1,11.11
1715,"Customer 01715",15,20505.58,1367.04,1,6.67
1716,"Customer 01716",14,17636.60,1259.76,2,14.29
1717,"Customer 01717",11,14593.42,1326.67,0,0.00
1718,"Customer 01718",10,10415.22,1041.52,1,10.00
1719,"Customer 01719",12,15932.87,1327.74,0,0.00
1720,"Customer 01720",9,11507.36,1278.60,0,0.00
1721,"Customer 01721",8,9870.80,1233.85,0,0.00
1722,"Customer 01722",14,15398.65,1099.90,0,0.00
1723,"Customer 01723",9,12216.75,1357.42,0,0.00
1724,"Customer 01724",13,14319.65,1101.51,0,0.00
1725,"Customer 01725",13,13292.89,1022.53,2,15.38
1726,"Customer 01726",7,12170.13,1738.59,0,0.00
1727,"Customer 01727",6,6204.58,1034.10,0,0.00
1728,"Customer 01728",6,9285.35,1547.56,0,0.00
1729,"Customer 01729",12,9933.41,827.78,0,0.00
1730,"Customer 01730",16,19441.53,1215.10,0,0.00
1731,"Customer 01731",5,6210.71,1242.14,0,0.00
1732,"Customer 01732",8,11143.37,1392.92,0,0.00
1733,"Customer 01733",13,12566.38,966.64,0,0.00
1734,"Customer 01734",8,5709.53,713.69,1,12.50
1735,"Customer 01735",11,12793.77,1163.07,0,0.00
1736,"Customer 01736",9,6474.70,719.41,1,11.11
1737,"Customer 01737",9,9690.48,1076.72,1,11.11
1738,"Customer 01738",9,7691.91,854.66,1,11.11
1739,"Customer 01739",5,4101.38,820.28,0,0.00
1740,"Customer 01740",8,6710.71,838.84,1,12.50
1741,"Customer 01741",9,8226.60,914.07,0,0.00
1742,"Customer 01742",14,16631.81,1187.99,1,7.14
1743,"Customer 01743",12,10816.11,901.34,1,8.33
1744,"Customer 01744",15,21221.22,1414.75,0,0.00
1745,"Customer 01745",19,16761.50,882.18,2,10.53
1746,"Customer 01746",8,13398.16,1674.77,0,0.00
1747,"Customer 01747",8,11277.52,1409.69,1,12.50
1748,"Customer 01748",15,22396.77,1493.12,3,20.00
1749,"Customer 01749",18,19074.39,1059.69,0,0.00
1750,"Customer 01750",12,16214.27,1351.19,0,0.00
1751,"Customer 01751",12,10760.71,896.73,1,8.33
1752,"Customer 01752",7,5135.41,733.63,0,0.00
1753,"Customer 01753",7,5728.09,818.30,0,0.00
1754,"Customer 01754",7,6950.50,992.93,0,0.00
1755,"Customer 01755",13,11743.13,903.32,2,15.38
1756,"Customer 01756",14,8228.62,587.76,2,14.29
1757,"Customer 01757",13,16312.88,1254.84,0,0.00
1758,"Customer 01758",17,18493.62,1087.86,0,0.00
1759,"Customer 01759",11,13460.07,1223.64,3,27.27
1760,"Customer 01760",18,18911.90,1050.66,0,0.00
1761,"Customer 01761",13,14376.86,1105.91,1,7.69
1762,"Customer 01762",10,16276.85,1627.69,1,10.00
1763,"Customer 01763",9,15261.38,1695.71,0,0.00
1764,"Customer 01764",10,22910.62,2291.06,1,10.00
1765,"Customer 01765",6,5861.24,976.87,0,0.00
1766,"Customer 01766",14,8971.44,640.82,2,14.29
1767,"Customer 01767",12,14647.93,1220.66,1,8.33
1768,"Customer 01768",9,14457.20,1606.36,2,22.22
1769,"Customer 01769",9,9319.86,1035.54,0,0.00
1770,"Customer 01770",15,18860.12,1257.34,0,0.00
1771,"Customer 01771",5,2724.15,544.83,0,0.00
1772,"Customer 01772",11,15325.91,1393.26,1,9.09
1773,"Customer 01773",11,8234.84,748.62,0,0.00
1774,"Customer 01774",13,14275.85,1098.14,1,7.69
1775,"Customer 01775",8,14520.95,1815.12,1,12.50
1776,"Customer 01776",9,3765.23,418.36,0,0.00
1777,"Customer 01777",15,20631.68,1375.45,1,6.67
1778,"Customer 01778",8,7301.40,912.68,1,12.50
1779,"Customer 01779",14,25688.69,1834.91,1,7.14
1780,"Customer 01780",9,9296.83,1032.98,1,11.11
1781,"Customer 01781",12,9270.12,772.51,2,16.67
1782,"Customer 01782",19,18613.51,979.66,1,5.26
1783,"Customer 01783",9,9453.67,1050.41,0,0.00
1784,"Customer 01784",12,15882.12,1323.51,0,0.00
1785,"Customer 01785",8,8999.18,1124.90,0,0.00
1786,"Customer 01786",12,18720.48,1560.04,1,8.33
1787,"Customer 01787",6,2958.37,493.06,0,0.00
1788,"Customer 01788",7,11889.82,1698.55,0,0.00
1789,"Customer 01789",5,7913.60,1582.72,0,0.00
1790,"Customer 01790",7,9513.93,1359.13,0,0.00
1791,"Customer 01791",7,5786.48,826.64,0,0.00
1792,"Customer 01792",17,24580.76,1445.93,1,5.88
1793,"Customer 01793",12,15993.01,1332.75,1,8.33
1794,"Customer 01794",8,8942.70,1117.84,1,12.50
1795,"Customer 01795",8,5998.23,749.78,1,12.50
