"shipment_id","order_id","carrier","ship_date","expected_delivery_date","actual_delivery_date","shipment_cost","delivery_status","delivery_days","days_late"
10362,10362,"Carrier D","2024-06-03","2024-06-08","2024-06-08",61.82,"On Time",5,0
10363,10363,"Carrier A","2024-06-03","2024-06-06","2024-06-06",60.88,"On Time",3,0
10364,10364,"Carrier B","2024-06-01","2024-06-06","2024-06-06",69.33,"On Time",5,0
10365,10365,"Carrier C","2024-06-02","2024-06-04","2024-06-07",35.51,"Late",5,3
10366,10366,"Carrier D","2024-06-01","2024-06-06","2024-06-06",49.16,"On Time",5,0
10367,10367,"Carrier D","2024-06-02","2024-06-09","2024-06-16",61.89,"Late",14,7
10368,10368,"Carrier D","2024-06-01","2024-06-04","2024-06-09",46.81,"Late",8,5
10369,10369,"Carrier B","2024-06-02","2024-06-07","2024-06-07",18.50,"On Time",5,0
10370,10370,"Carrier B","2024-06-03","2024-06-09","2024-06-09",16.25,"On Time",6,0
10371,10371,"Carrier D","2024-06-02","2024-06-09","2024-06-08",16.13,"On Time",6,0
10372,10372,"Carrier B","2024-06-03","2024-06-04","2024-06-05",73.15,"Late",2,1
10373,10373,"Carrier D","2024-06-02","2024-06-07","2024-06-07",40.39,"On Time",5,0
10374,10374,"Carrier A","2024-06-03","2024-06-04",NULL,63.81,"Not Delivered",NULL,0
10375,10375,"Carrier D","2024-06-02","2024-06-08","2024-06-09",32.41,"Late",7,1
10376,10376,"Carrier A","2024-06-03","2024-06-05","2024-06-05",11.98,"On Time",2,0
10377,10377,"Carrier B","2024-06-03","2024-06-06","2024-06-13",62.30,"Late",10,7
10378,10378,"Carrier B","2024-06-02","2024-06-08","2024-06-08",63.33,"On Time",6,0
10379,10379,"Carrier A","2024-06-02","2024-06-05","2024-06-10",78.29,"Late",8,5
10380,10380,"Carrier D","2024-06-01","2024-06-04","2024-06-05",75.97,"Late",4,1
10381,10381,"Carrier B","2024-06-01","2024-06-08","2024-06-06",41.79,"On Time",5,0
10382,10382,"Carrier B","2024-06-02","2024-06-04","2024-06-03",54.33,"On Time",1,0
10383,10383,"Carrier A","2024-06-01","2024-06-05","2024-06-05",26.82,"On Time",4,0
10384,10384,"Carrier A","2024-06-01","2024-06-06","2024-06-06",55.83,"On Time",5,0
10385,10385,"Carrier C","2024-06-03","2024-06-04","2024-06-05",50.88,"Late",2,1
10386,10386,"Carrier A","2024-06-01","2024-06-07","2024-06-10",16.99,"Late",9,3
10387,10387,"Carrier B","2024-06-02","2024-06-09","2024-06-12",47.74,"Late",10,3
10388,10388,"Carrier A","2024-06-02","2024-06-07","2024-06-06",81.70,"On Time",4,0
10389,10389,"Carrier B","2024-06-03","2024-06-05","2024-06-07",46.03,"Late",4,2
10390,10390,"Carrier D","2024-06-04","2024-06-10","2024-06-13",18.76,"Late",9,3
10391,10391,"Carrier B","2024-06-04","2024-06-08","2024-06-08",22.69,"On Time",4,0
10392,10392,"Carrier A","2024-06-02","2024-06-09","2024-06-07",78.45,"On Time",5,0
10393,10393,"Carrier D","2024-06-04","2024-06-09","2024-06-16",64.52,"Late",12,7
10394,10394,"Carrier B","2024-06-04","2024-06-08","2024-06-10",6.75,"Late",6,2
10395,10395,"Carrier C","2024-06-03","2024-06-08","2024-06-08",41.32,"On Time",5,0
10396,10396,"Carrier A","2024-06-02","2024-06-07","2024-06-10",68.70,"Late",8,3
10397,10397,"Carrier C","2024-06-04","2024-06-09","2024-06-07",46.35,"On Time",3,0
10398,10398,"Carrier C","2024-06-03","2024-06-08","2024-06-08",51.63,"On Time",5,0
10399,10399,"Carrier B","2024-06-04","2024-06-06","2024-06-08",81.53,"Late",4,2
10400,10400,"Carrier A","2024-06-03","2024-06-07","2024-06-12",59.07,"Late",9,5
10401,10401,"Carrier B","2024-06-04","2024-06-05","2024-06-05",51.44,"On Time",1,0
10402,10402,"Carrier A","2024-06-03","2024-06-07","2024-06-07",50.57,"On Time",4,0
10403,10403,"Carrier C","2024-06-04","2024-06-08","2024-06-09",33.77,"Late",5,1
10404,10404,"Carrier C","2024-06-03","2024-06-08","2024-06-08",20.01,"On Time",5,0
10405,10405,"Carrier B","2024-06-04","2024-06-05","2024-06-05",63.93,"On Time",1,0
10406,10406,"Carrier D","2024-06-03","2024-06-06","2024-06-07",68.24,"Late",4,1
10407,10407,"Carrier A","2024-06-03","2024-06-05","2024-06-08",33.59,"Late",5,3
10408,10408,"Carrier D","2024-06-03","2024-06-05","2024-06-05",50.50,"On Time",2,0
10409,10409,"Carrier C","2024-06-02","2024-06-08","2024-06-10",34.14,"Late",8,2
10410,10410,"Carrier C","2024-06-02","2024-06-08","2024-06-08",63.65,"On Time",6,0
10411,10411,"Carrier A","2024-06-02","2024-06-07","2024-06-07",21.69,"On Time",5,0
10412,10412,"Carrier A","2024-06-04","2024-06-08","2024-06-07",32.98,"On Time",3,0
10413,10413,"Carrier C","2024-06-02","2024-06-05","2024-06-05",42.36,"On Time",3,0
10414,10414,"Carrier A","2024-06-04","2024-06-10",NULL,5.80,"Not Delivered",NULL,0
10415,10415,"Carrier B","2024-06-02","2024-06-08","2024-06-10",48.14,"Late",8,2
10416,10416,"Carrier B","2024-06-02","2024-06-05","2024-06-04",27.11,"On Time",2,0
10417,10417,"Carrier D","2024-06-04","2024-06-10","2024-06-10",76.70,"On Time",6,0
10418,10418,"Carrier C","2024-06-02","2024-06-07","2024-06-06",51.68,"On Time",4,0
10419,10419,"Carrier C","2024-06-02","2024-06-08","2024-06-08",13.04,"On Time",6,0
10420,10420,"Carrier B","2024-06-02","2024-06-09","2024-06-10",45.41,"Late",8,1
10421,10421,"Carrier C","2024-06-03","2024-06-07","2024-06-10",58.14,"Late",7,3
10422,10422,"Carrier C","2024-06-03","2024-06-07","2024-06-07",18.96,"On Time",4,0
10423,10423,"Carrier C","2024-06-04","2024-06-09","2024-06-07",42.08,"On Time",3,0
10424,10424,"Carrier A","2024-06-02","2024-06-06","2024-06-06",54.08,"On Time",4,0
10425,10425,"Carrier B","2024-06-04","2024-06-07","2024-06-07",11.23,"On Time",3,0
10426,10426,"Carrier D","2024-06-04","2024-06-10",NULL,66.86,"Not Delivered",NULL,0
10427,10427,"Carrier D","2024-06-04","2024-06-09","2024-06-09",57.35,"On Time",5,0
10428,10428,"Carrier C","2024-06-04","2024-06-06","2024-06-08",35.73,"Late",4,2
10429,10429,"Carrier B","2024-06-03","2024-06-05","2024-06-05",56.98,"On Time",2,0
10430,10430,"Carrier D","2024-06-03","2024-06-10","2024-06-13",43.52,"Late",10,3
10431,10431,"Carrier C","2024-06-02","2024-06-07","2024-06-10",34.38,"Late",8,3
10432,10432,"Carrier A","2024-06-03","2024-06-07","2024-06-07",5.63,"On Time",4,0
10433,10433,"Carrier B","2024-06-03","2024-06-07","2024-06-06",37.83,"On Time",3,0
10434,10434,"Carrier D","2024-06-04","2024-06-07","2024-06-07",9.42,"On Time",3,0
10435,10435,"Carrier B","2024-06-04","2024-06-08","2024-06-07",20.24,"On Time",3,0
10436,10436,"Carrier D","2024-06-04","2024-06-07","2024-06-07",66.72,"On Time",3,0
10437,10437,"Carrier C","2024-06-02","2024-06-06","2024-06-11",46.03,"Late",9,5
10438,10438,"Carrier D","2024-06-02","2024-06-06","2024-06-06",18.85,"On Time",4,0
10439,10439,"Carrier B","2024-06-04","2024-06-10","2024-06-12",56.78,"Late",8,2
10440,10440,"Carrier D","2024-06-02","2024-06-07","2024-06-07",65.10,"On Time",5,0
10441,10441,"Carrier D","2024-06-02","2024-06-08","2024-06-10",54.11,"Late",8,2
10442,10442,"Carrier A","2024-06-04","2024-06-07","2024-06-12",78.56,"Late",8,5
10443,10443,"Carrier C","2024-06-03","2024-06-08","2024-06-08",60.42,"On Time",5,0
10444,10444,"Carrier D","2024-06-03","2024-06-05","2024-06-05",20.00,"On Time",2,0
10445,10445,"Carrier A","2024-06-03","2024-06-09","2024-06-09",44.00,"On Time",6,0
10446,10446,"Carrier B","2024-06-03","2024-06-09","2024-06-09",19.91,"On Time",6,0
10447,10447,"Carrier B","2024-06-04","2024-06-05","2024-06-05",44.24,"On Time",1,0
10448,10448,"Carrier B","2024-06-03","2024-06-08","2024-06-06",48.92,"On Time",3,0
10449,10449,"Carrier B","2024-06-03","2024-06-07","2024-06-07",62.43,"On Time",4,0
10450,10450,"Carrier D","2024-06-04","2024-06-07","2024-06-09",42.85,"Late",5,2
10451,10451,"Carrier D","2024-06-03","2024-06-05","2024-06-05",71.02,"On Time",2,0
10452,10452,"Carrier D","2024-06-03","2024-06-06",NULL,70.48,"Not Delivered",NULL,0
10453,10453,"Carrier A","2024-06-03","2024-06-07","2024-06-07",72.90,"On Time",4,0
10454,10454,"Carrier D","2024-06-02","2024-06-06","2024-06-06",22.89,"On Time",4,0
10455,10455,"Carrier D","2024-06-03","2024-06-06","2024-06-06",39.51,"On Time",3,0
10456,10456,"Carrier C","2024-06-02","2024-06-10","2024-06-10",52.82,"On Time",8,0
10457,10457,"Carrier B","2024-06-03","2024-06-10","2024-06-10",53.89,"On Time",7,0
10458,10458,"Carrier B","2024-06-03","2024-06-07","2024-06-06",75.18,"On Time",3,0
10459,10459,"Carrier B","2024-06-04","2024-06-07","2024-06-12",25.30,"Late",8,5
10460,10460,"Carrier A","2024-06-04","2024-06-07","2024-06-09",34.78,"Late",5,2
10461,10461,"Carrier D","2024-06-03","2024-06-07",NULL,15.84,"Not Delivered",NULL,0
10462,10462,"Carrier D","2024-06-02","2024-06-08","2024-06-09",76.57,"Late",7,1
10463,10463,"Carrier A","2024-06-04","2024-06-10","2024-06-10",8.51,"On Time",6,0
10464,10464,"Carrier A","2024-06-02","2024-06-06","2024-06-09",34.95,"Late",7,3
10465,10465,"Carrier B","2024-06-04","2024-06-09","2024-06-11",29.93,"Late",7,2
10466,10466,"Carrier D","2024-06-05","2024-06-08","2024-06-08",16.27,"On Time",3,0
10467,10467,"Carrier A","2024-06-04","2024-06-11","2024-06-11",29.68,"On Time",7,0
10468,10468,"Carrier A","2024-06-05","2024-06-08","2024-06-08",82.33,"On Time",3,0
10469,10469,"Carrier B","2024-06-04","2024-06-09","2024-06-09",61.13,"On Time",5,0
10470,10470,"Carrier C","2024-06-05","2024-06-06","2024-06-06",64.94,"On Time",1,0
10471,10471,"Carrier A","2024-06-04","2024-06-08","2024-06-08",47.89,"On Time",4,0
10472,10472,"Carrier D","2024-06-05","2024-06-10","2024-06-13",38.84,"Late",8,3
10473,10473,"Carrier B","2024-06-03","2024-06-06","2024-06-06",14.08,"On Time",3,0
10474,10474,"Carrier B","2024-06-04","2024-06-06","2024-06-11",36.33,"Late",7,5
10475,10475,"Carrier D","2024-06-04","2024-06-07","2024-06-07",30.41,"On Time",3,0
10476,10476,"Carrier D","2024-06-04","2024-06-07","2024-06-07",17.62,"On Time",3,0
10477,10477,"Carrier C","2024-06-04","2024-06-06","2024-06-09",47.12,"Late",5,3
10478,10478,"Carrier D","2024-06-04","2024-06-06",NULL,63.56,"Not Delivered",NULL,0
10479,10479,"Carrier B","2024-06-05","2024-06-08","2024-06-08",24.64,"On Time",3,0
10480,10480,"Carrier A","2024-06-05","2024-06-10","2024-06-10",38.00,"On Time",5,0
10481,10481,"Carrier A","2024-06-04","2024-06-09","2024-06-10",12.69,"Late",6,1
10482,10482,"Carrier D","2024-06-03","2024-06-06","2024-06-11",50.73,"Late",8,5
10483,10483,"Carrier C","2024-06-03","2024-06-07","2024-06-10",60.24,"Late",7,3
10484,10484,"Carrier C","2024-06-05","2024-06-09","2024-06-09",19.02,"On Time",4,0
10485,10485,"Carrier A","2024-06-04","2024-06-09","2024-06-09",70.84,"On Time",5,0
10486,10486,"Carrier A","2024-06-04","2024-06-09","2024-06-14",25.25,"Late",10,5
10487,10487,"Carrier C","2024-06-05","2024-06-08","2024-06-15",47.96,"Late",10,7
10488,10488,"Carrier D","2024-06-03","2024-06-10","2024-06-08",57.56,"On Time",5,0
10489,10489,"Carrier B","2024-06-05","2024-06-08","2024-06-08",57.19,"On Time",3,0
10490,10490,"Carrier D","2024-06-04","2024-06-08","2024-06-08",43.30,"On Time",4,0
10491,10491,"Carrier D","2024-06-04","2024-06-11","2024-06-13",72.85,"Late",9,2
10492,10492,"Carrier C","2024-06-03","2024-06-10","2024-06-10",82.94,"On Time",7,0
10493,10493,"Carrier D","2024-06-03","2024-06-06","2024-06-06",82.92,"On Time",3,0
10494,10494,"Carrier B","2024-06-03","2024-06-09","2024-06-09",25.34,"On Time",6,0
10495,10495,"Carrier A","2024-06-03","2024-06-09","2024-06-08",26.20,"On Time",5,0
10496,10496,"Carrier C","2024-06-05","2024-06-07","2024-06-09",48.00,"Late",4,2
10497,10497,"Carrier B","2024-06-04","2024-06-06",NULL,13.19,"Not Delivered",NULL,0
10498,10498,"Carrier B","2024-06-03","2024-06-11","2024-06-11",49.40,"On Time",8,0
10499,10499,"Carrier C","2024-06-05","2024-06-10","2024-06-09",59.72,"On Time",4,0
10500,10500,"Carrier A","2024-06-05","2024-06-08","2024-06-08",25.76,"On Time",3,0
10501,10501,"Carrier A","2024-06-05","2024-06-10",NULL,20.88,"Not Delivered",NULL,0
10502,10502,"Carrier B","2024-06-05","2024-06-07","2024-06-12",48.69,"Late",7,5
10503,10503,"Carrier B","2024-06-05","2024-06-08","2024-06-08",7.50,"On Time",3,0
10504,10504,"Carrier B","2024-06-03","2024-06-11","2024-06-11",64.81,"On Time",8,0
10505,10505,"Carrier C","2024-06-04","2024-06-06","2024-06-06",80.46,"On Time",2,0
10506,10506,"Carrier B","2024-06-04","2024-06-07",NULL,51.53,"Not Delivered",NULL,0
10507,10507,"Carrier C","2024-06-05","2024-06-07","2024-06-07",81.32,"On Time",2,0
10508,10508,"Carrier A","2024-06-04","2024-06-07","2024-06-07",84.52,"On Time",3,0
10509,10509,"Carrier B","2024-06-03","2024-06-06","2024-06-06",83.49,"On Time",3,0
10510,10510,"Carrier C","2024-06-03","2024-06-06",NULL,20.53,"Not Delivered",NULL,0
10511,10511,"Carrier D","2024-06-04","2024-06-10","2024-06-12",84.57,"Late",8,2
10512,10512,"Carrier C","2024-06-03","2024-06-07","2024-06-12",62.86,"Late",9,5
10513,10513,"Carrier B","2024-06-05","2024-06-08","2024-06-07",79.05,"On Time",2,0
10514,10514,"Carrier C","2024-06-05","2024-06-10",NULL,45.26,"Not Delivered",NULL,0
10515,10515,"Carrier C","2024-06-05","2024-06-08","2024-06-10",18.54,"Late",5,2
10516,10516,"Carrier D","2024-06-05","2024-06-10","2024-06-11",48.83,"Late",6,1
10517,10517,"Carrier C","2024-06-03","2024-06-07","2024-06-07",80.83,"On Time",4,0
10518,10518,"Carrier B","2024-06-05","2024-06-07","2024-06-07",47.78,"On Time",2,0
10519,10519,"Carrier C","2024-06-04","2024-06-06","2024-06-06",70.56,"On Time",2,0
10520,10520,"Carrier C","2024-06-03","2024-06-11","2024-06-14",55.04,"Late",11,3
10521,10521,"Carrier B","2024-06-05","2024-06-07","2024-06-08",29.62,"Late",3,1
10522,10522,"Carrier B","2024-06-03","2024-06-07","2024-06-12",55.18,"Late",9,5
10523,10523,"Carrier B","2024-06-05","2024-06-09","2024-06-09",11.74,"On Time",4,0
10524,10524,"Carrier D","2024-06-04","2024-06-11","2024-06-11",9.65,"On Time",7,0
10525,10525,"Carrier D","2024-06-03","2024-06-10","2024-06-10",10.29,"On Time",7,0
10526,10526,"Carrier A","2024-06-04","2024-06-08","2024-06-10",63.20,"Late",6,2
10527,10527,"Carrier C","2024-06-05","2024-06-09","2024-06-09",72.90,"On Time",4,0
10528,10528,"Carrier A","2024-06-05","2024-06-08","2024-06-08",15.65,"On Time",3,0
10529,10529,"Carrier B","2024-06-06","2024-06-07","2024-06-09",57.36,"Late",3,2
10530,10530,"Carrier C","2024-06-05","2024-06-08","2024-06-08",14.53,"On Time",3,0
10531,10531,"Carrier D","2024-06-06","2024-06-09","2024-06-09",53.62,"On Time",3,0
10532,10532,"Carrier C","2024-06-05","2024-06-07","2024-06-07",44.98,"On Time",2,0
10533,10533,"Carrier C","2024-06-05","2024-06-11",NULL,74.03,"Not Delivered",NULL,0
10534,10534,"Carrier B","2024-06-05","2024-06-10","2024-06-10",27.53,"On Time",5,0
10535,10535,"Carrier A","2024-06-06","2024-06-09","2024-06-09",53.03,"On Time",3,0
10536,10536,"Carrier B","2024-06-05","2024-06-07","2024-06-07",38.97,"On Time",2,0
10537,10537,"Carrier C","2024-06-04","2024-06-10","2024-06-10",53.37,"On Time",6,0
10538,10538,"Carrier B","2024-06-04","2024-06-07","2024-06-10",31.37,"Late",6,3
10539,10539,"Carrier B","2024-06-06","2024-06-11","2024-06-10",53.09,"On Time",4,0
10540,10540,"Carrier C","2024-06-04","2024-06-09","2024-06-07",20.00,"On Time",3,0
10541,10541,"Carrier A","2024-06-06","2024-06-07","2024-06-07",13.30,"On Time",1,0
10542,10542,"Carrier D","2024-06-05","2024-06-11","2024-06-11",44.46,"On Time",6,0
10543,10543,"Carrier D","2024-06-05","2024-06-12","2024-06-12",46.16,"On Time",7,0
10544,10544,"Carrier B","2024-06-04","2024-06-08","2024-06-08",25.31,"On Time",4,0
10545,10545,"Carrier B","2024-06-06","2024-06-07","2024-06-07",62.99,"On Time",1,0
10546,10546,"Carrier A","2024-06-04","2024-06-11","2024-06-11",60.84,"On Time",7,0
10547,10547,"Carrier D","2024-06-06","2024-06-07","2024-06-07",56.03,"On Time",1,0
10548,10548,"Carrier B","2024-06-06","2024-06-11","2024-06-11",52.90,"On Time",5,0
10549,10549,"Carrier C","2024-06-04","2024-06-11","2024-06-11",57.47,"On Time",7,0
10550,10550,"Carrier B","2024-06-04","2024-06-07","2024-06-07",22.51,"On Time",3,0
10551,10551,"Carrier A","2024-06-06","2024-06-11","2024-06-11",61.88,"On Time",5,0
10552,10552,"Carrier C","2024-06-04","2024-06-10","2024-06-10",49.60,"On Time",6,0
10553,10553,"Carrier C","2024-06-04","2024-06-09","2024-06-16",69.17,"Late",12,7
10554,10554,"Carrier D","2024-06-06","2024-06-12","2024-06-15",84.15,"Late",9,3
10555,10555,"Carrier A","2024-06-04","2024-06-07","2024-06-10",50.20,"Late",6,3
10556,10556,"Carrier B","2024-06-05","2024-06-08","2024-06-13",30.91,"Late",8,5
10557,10557,"Carrier C","2024-06-04","2024-06-10","2024-06-10",28.69,"On Time",6,0
10558,10558,"Carrier A","2024-06-06","2024-06-07","2024-06-07",38.22,"On Time",1,0
10559,10559,"Carrier A","2024-06-05","2024-06-10","2024-06-11",61.71,"Late",6,1
10560,10560,"Carrier B","2024-06-06","2024-06-09","2024-06-09",21.40,"On Time",3,0
10561,10561,"Carrier B","2024-06-06","2024-06-11","2024-06-13",52.03,"Late",7,2
10562,10562,"Carrier A","2024-06-06","2024-06-12","2024-06-12",47.42,"On Time",6,0
10563,10563,"Carrier C","2024-06-05","2024-06-08","2024-06-10",20.55,"Late",5,2
10564,10564,"Carrier C","2024-06-06","2024-06-09","2024-06-09",15.24,"On Time",3,0
10565,10565,"Carrier A","2024-06-04","2024-06-10","2024-06-10",54.99,"On Time",6,0
10566,10566,"Carrier B","2024-06-04","2024-06-07","2024-06-07",53.24,"On Time",3,0
10567,10567,"Carrier A","2024-06-04","2024-06-08","2024-06-08",25.11,"On Time",4,0
10568,10568,"Carrier C","2024-06-04","2024-06-11","2024-06-11",38.89,"On Time",7,0
10569,10569,"Carrier B","2024-06-06","2024-06-11","2024-06-11",18.33,"On Time",5,0
10570,10570,"Carrier A","2024-06-05","2024-06-07","2024-06-07",64.93,"On Time",2,0
10571,10571,"Carrier A","2024-06-04","2024-06-07","2024-06-07",34.22,"On Time",3,0
10572,10572,"Carrier C","2024-06-04","2024-06-07","2024-06-10",14.52,"Late",6,3
10573,10573,"Carrier D","2024-06-04","2024-06-07","2024-06-07",74.14,"On Time",3,0
10574,10574,"Carrier B","2024-06-05","2024-06-12","2024-06-13",59.36,"Late",8,1
10575,10575,"Carrier C","2024-06-06","2024-06-11","2024-06-11",60.93,"On Time",5,0
10576,10576,"Carrier C","2024-06-05","2024-06-09","2024-06-07",6.84,"On Time",2,0
10577,10577,"Carrier D","2024-06-04","2024-06-10","2024-06-10",9.63,"On Time",6,0
10578,10578,"Carrier A","2024-06-04","2024-06-09","2024-06-12",28.21,"Late",8,3
10579,10579,"Carrier B","2024-06-04","2024-06-07","2024-06-07",51.72,"On Time",3,0
10580,10580,"Carrier B","2024-06-05","2024-06-09","2024-06-14",40.87,"Late",9,5
10581,10581,"Carrier A","2024-06-04","2024-06-09","2024-06-10",79.58,"Late",6,1
10582,10582,"Carrier C","2024-06-06","2024-06-07","2024-06-10",15.75,"Late",4,3
10583,10583,"Carrier D","2024-06-06","2024-06-12","2024-06-12",39.42,"On Time",6,0
10584,10584,"Carrier C","2024-06-06","2024-06-10","2024-06-10",45.32,"On Time",4,0
10585,10585,"Carrier B","2024-06-04","2024-06-09","2024-06-09",15.57,"On Time",5,0
10586,10586,"Carrier B","2024-06-06","2024-06-11","2024-06-11",61.49,"On Time",5,0
10587,10587,"Carrier C","2024-06-04","2024-06-07","2024-06-07",45.56,"On Time",3,0
10588,10588,"Carrier C","2024-06-05","2024-06-11","2024-06-11",83.38,"On Time",6,0
10589,10589,"Carrier C","2024-06-05","2024-06-10","2024-06-10",10.13,"On Time",5,0
10590,10590,"Carrier A","2024-06-04","2024-06-09","2024-06-09",31.96,"On Time",5,0
10591,10591,"Carrier B","2024-06-04","2024-06-12","2024-06-10",29.13,"On Time",6,0
10592,10592,"Carrier D","2024-06-04","2024-06-12","2024-06-12",57.34,"On Time",8,0
10593,10593,"Carrier D","2024-06-04","2024-06-07","2024-06-08",27.28,"Late",4,1
10594,10594,"Carrier D","2024-06-06","2024-06-07","2024-06-09",73.63,"Late",3,2
10595,10595,"Carrier D","2024-06-05","2024-06-09","2024-06-09",40.39,"On Time",4,0
10596,10596,"Carrier B","2024-06-05","2024-06-07","2024-06-05",76.98,"On Time",0,0
10597,10597,"Carrier B","2024-06-04","2024-06-12","2024-06-12",36.70,"On Time",8,0
10598,10598,"Carrier B","2024-06-06","2024-06-10",NULL,84.07,"Not Delivered",NULL,0
10599,10599,"Carrier C","2024-06-07","2024-06-10","2024-06-12",29.36,"Late",5,2
10600,10600,"Carrier B","2024-06-05","2024-06-10","2024-06-15",13.90,"Late",10,5
10601,10601,"Carrier D","2024-06-06","2024-06-10","2024-06-11",21.83,"Late",5,1
10602,10602,"Carrier B","2024-06-05","2024-06-12","2024-06-12",14.99,"On Time",7,0
10603,10603,"Carrier C","2024-06-07","2024-06-13","2024-06-13",48.39,"On Time",6,0
10604,10604,"Carrier B","2024-06-05","2024-06-10","2024-06-10",19.10,"On Time",5,0
10605,10605,"Carrier A","2024-06-05","2024-06-09","2024-06-09",52.49,"On Time",4,0
10606,10606,"Carrier B","2024-06-05","2024-06-10","2024-06-13",23.38,"Late",8,3
10607,10607,"Carrier C","2024-06-07","2024-06-10","2024-06-10",33.58,"On Time",3,0
10608,10608,"Carrier C","2024-06-07","2024-06-09","2024-06-10",53.39,"Late",3,1
10609,10609,"Carrier C","2024-06-06","2024-06-12","2024-06-12",67.22,"On Time",6,0
10610,10610,"Carrier D","2024-06-07","2024-06-10","2024-06-10",64.08,"On Time",3,0
10611,10611,"Carrier B","2024-06-06","2024-06-12",NULL,84.66,"Not Delivered",NULL,0
10612,10612,"Carrier D","2024-06-05","2024-06-08","2024-06-08",57.85,"On Time",3,0
10613,10613,"Carrier B","2024-06-07","2024-06-12","2024-06-17",42.19,"Late",10,5
10614,10614,"Carrier C","2024-06-07","2024-06-10","2024-06-10",54.67,"On Time",3,0
10615,10615,"Carrier A","2024-06-06","2024-06-10","2024-06-10",31.06,"On Time",4,0
10616,10616,"Carrier C","2024-06-05","2024-06-13",NULL,10.27,"Not Delivered",NULL,0
10617,10617,"Carrier D","2024-06-05","2024-06-08","2024-06-08",27.17,"On Time",3,0
10618,10618,"Carrier B","2024-06-05","2024-06-10","2024-06-10",15.61,"On Time",5,0
10619,10619,"Carrier C","2024-06-06","2024-06-10","2024-06-10",43.48,"On Time",4,0
10620,10620,"Carrier A","2024-06-07","2024-06-08","2024-06-08",33.70,"On Time",1,0
10621,10621,"Carrier D","2024-06-05","2024-06-13","2024-06-16",31.25,"Late",11,3
10622,10622,"Carrier A","2024-06-06","2024-06-08","2024-06-08",58.08,"On Time",2,0
10623,10623,"Carrier A","2024-06-05","2024-06-12",NULL,55.99,"Not Delivered",NULL,0
10624,10624,"Carrier B","2024-06-07","2024-06-10","2024-06-15",32.10,"Late",8,5
10625,10625,"Carrier A","2024-06-06","2024-06-11","2024-06-11",38.63,"On Time",5,0
10626,10626,"Carrier A","2024-06-05","2024-06-12","2024-06-12",49.54,"On Time",7,0
10627,10627,"Carrier B","2024-06-05","2024-06-11","2024-06-13",36.34,"Late",8,2
10628,10628,"Carrier B","2024-06-06","2024-06-12","2024-06-12",79.07,"On Time",6,0
10629,10629,"Carrier D","2024-06-07","2024-06-10","2024-06-10",12.12,"On Time",3,0
10630,10630,"Carrier D","2024-06-06","2024-06-11","2024-06-11",8.98,"On Time",5,0
10631,10631,"Carrier A","2024-06-06","2024-06-13","2024-06-13",31.17,"On Time",7,0
10632,10632,"Carrier D","2024-06-07","2024-06-08","2024-06-09",63.59,"Late",2,1
10633,10633,"Carrier C","2024-06-06","2024-06-08","2024-06-08",67.49,"On Time",2,0
10634,10634,"Carrier D","2024-06-07","2024-06-11","2024-06-11",56.01,"On Time",4,0
10635,10635,"Carrier B","2024-06-06","2024-06-08","2024-06-08",54.63,"On Time",2,0
10636,10636,"Carrier B","2024-06-05","2024-06-13","2024-06-13",61.20,"On Time",8,0
10637,10637,"Carrier B","2024-06-05","2024-06-08","2024-06-13",19.54,"Late",8,5
10638,10638,"Carrier D","2024-06-07","2024-06-11","2024-06-11",21.13,"On Time",4,0
10639,10639,"Carrier A","2024-06-07","2024-06-10","2024-06-10",34.76,"On Time",3,0
10640,10640,"Carrier A","2024-06-07","2024-06-09","2024-06-09",7.38,"On Time",2,0
10641,10641,"Carrier C","2024-06-07","2024-06-10","2024-06-10",53.56,"On Time",3,0
10642,10642,"Carrier D","2024-06-06","2024-06-12","2024-06-12",24.27,"On Time",6,0
10643,10643,"Carrier A","2024-06-05","2024-06-09","2024-06-09",17.28,"On Time",4,0
10644,10644,"Carrier A","2024-06-06","2024-06-11","2024-06-12",11.78,"Late",6,1
10645,10645,"Carrier C","2024-06-06","2024-06-12","2024-06-19",25.99,"Late",13,7
10646,10646,"Carrier C","2024-06-07","2024-06-08","2024-06-08",49.75,"On Time",1,0
10647,10647,"Carrier B","2024-06-07","2024-06-09","2024-06-09",72.37,"On Time",2,0
10648,10648,"Carrier C","2024-06-07","2024-06-12","2024-06-12",70.71,"On Time",5,0
10649,10649,"Carrier B","2024-06-05","2024-06-10","2024-06-11",14.55,"Late",6,1
10650,10650,"Carrier D","2024-06-05","2024-06-08","2024-06-10",22.75,"Late",5,2
10651,10651,"Carrier A","2024-06-06","2024-06-13","2024-06-12",33.99,"On Time",6,0
10652,10652,"Carrier D","2024-06-07","2024-06-13","2024-06-13",70.85,"On Time",6,0
10653,10653,"Carrier A","2024-06-07","2024-06-12","2024-06-12",41.06,"On Time",5,0
10654,10654,"Carrier B","2024-06-05","2024-06-10","2024-06-10",52.03,"On Time",5,0
10655,10655,"Carrier C","2024-06-06","2024-06-11","2024-06-11",35.67,"On Time",5,0
10656,10656,"Carrier A","2024-06-05","2024-06-11","2024-06-09",57.95,"On Time",4,0
10657,10657,"Carrier B","2024-06-06","2024-06-10","2024-06-12",48.75,"Late",6,2
10658,10658,"Carrier D","2024-06-06","2024-06-13","2024-06-13",8.07,"On Time",7,0
