inventory_id,warehouse_id,product_id,inventory_date,stock_level,reorder_point
17513,1,13,2024-08-01,103.0,76.0
17514,1,14,2024-08-01,96.0,33.0
17515,1,15,2024-08-01,224.0,151.0
17516,1,16,2024-08-01,68.0,25.0
17517,1,17,2024-08-01,108.0,76.0
17518,1,18,2024-08-01,198.0,131.0
17519,1,19,2024-08-01,16.0,20.0
17520,1,20,2024-08-01,1.0,65.0
17521,1,21,2024-08-01,245.0,161.0
17522,1,22,2024-08-01,86.0,61.0
17523,1,23,2024-08-01,120.0,45.0
17524,1,24,2024-08-01,88.0,62.0
17525,1,25,2024-08-01,248.0,
17526,1,26,2024-08-01,534.0,194.0
17527,1,27,2024-08-01,12.0,73.0
17528,1,28,2024-08-01,124.0,52.0
17529,1,29,2024-08-01,82.0,53.0
17530,1,30,2024-08-01,35.0,20.0
17531,1,31,2024-08-01,66.0,40.0
17532,1,32,2024-08-01,674.0,260.0
17533,1,33,2024-08-01,198.0,145.0
17534,1,34,2024-08-01,159.0,98.0
17535,1,35,2024-08-01,177.0,72.0
17536,1,36,2024-08-01,24.0,51.0
17537,1,37,2024-08-01,116.0,52.0
17538,1,38,2024-08-01,6.0,59.0
17539,1,39,2024-08-01,209.0,151.0
17540,1,40,2024-08-01,201.0,134.0
17541,1,41,2024-08-01,52.0,21.0
17542,1,42,2024-08-01,200.0,115.0
17543,1,43,2024-08-01,134.0,68.0
17544,1,44,2024-08-01,167.0,113.0
17545,1,45,2024-08-01,156.0,66.0
17546,1,46,2024-08-01,75.0,26.0
17547,1,47,2024-08-01,148.0,102.0
17548,1,48,2024-08-01,126.0,70.0
17549,1,49,2024-08-01,290.0,199.0
17550,1,50,2024-08-01,127.0,45.0
17551,1,51,2024-08-01,100.0,50.0
17552,1,52,2024-08-01,137.0,60.0
17553,1,53,2024-08-01,52.0,28.0
17554,1,54,2024-08-01,23.0,111.0
17555,1,55,2024-08-01,283.0,204.0
17556,1,56,2024-08-01,907.0,468.0
17557,1,57,2024-08-01,191.0,122.0
17558,1,58,2024-08-01,178.0,76.0
17559,1,59,2024-08-01,67.0,31.0
17560,1,60,2024-08-01,263.0,134.0
17561,1,61,2024-08-01,99.0,35.0
17562,1,62,2024-08-01,22.0,129.0
17563,1,63,2024-08-01,186.0,82.0
17564,1,64,2024-08-01,127.0,77.0
17565,1,65,2024-08-01,255.0,185.0
17566,1,66,2024-08-01,195.0,112.0
17567,1,67,2024-08-01,168.0,112.0
17568,1,68,2024-08-01,16.0,73.0
17569,1,69,2024-08-01,132.0,76.0
17570,1,70,2024-08-01,52.0,32.0
17571,1,71,2024-08-01,149.0,60.0
17572,1,72,2024-08-01,52.0,23.0
17573,1,73,2024-08-01,289.0,137.0
17574,1,74,2024-08-01,184.0,75.0
17575,1,75,2024-08-01,201.0,70.0
17576,1,76,2024-08-01,247.0,138.0
17577,1,77,2024-08-01,156.0,95.0
17578,1,78,2024-08-01,136.0,74.0
17579,1,79,2024-08-01,220.0,79.0
17580,1,80,2024-08-01,86.0,37.0
17581,1,81,2024-08-01,206.0,72.0
17582,1,82,2024-08-01,107.0,37.0
17583,1,83,2024-08-01,33.0,20.0
17584,1,84,2024-08-01,128.0,50.0
17585,1,85,2024-08-01,487.0,316.0
17586,1,86,2024-08-01,137.0,92.0
17587,1,87,2024-08-01,420.0,148.0
17588,1,88,2024-08-01,153.0,88.0
17589,1,89,2024-08-01,45.0,33.0
17590,1,90,2024-08-01,127.0,89.0
17591,1,91,2024-08-01,273.0,140.0
17592,1,92,2024-08-01,131.0,58.0
17593,1,93,2024-08-01,171.0,66.0
17594,1,94,2024-08-01,73.0,42.0
17595,1,95,2024-08-01,55.0,39.0
17596,1,96,2024-08-01,165.0,84.0
17597,1,97,2024-08-01,221.0,81.0
17598,1,98,2024-08-01,168.0,104.0
17599,1,99,2024-08-01,12.0,71.0
17600,1,100,2024-08-01,37.0,22.0
17601,1,101,2024-08-01,96.0,63.0
17602,1,102,2024-08-01,55.0,35.0
17603,1,103,2024-08-01,228.0,104.0
17604,1,104,2024-08-01,4.0,132.0
17605,1,105,2024-08-01,101.0,63.0
17606,1,106,2024-08-01,273.0,141.0
17607,1,107,2024-08-01,92.0,44.0
17608,1,108,2024-08-01,95.0,49.0
17609,1,109,2024-08-01,145.0,63.0
17610,1,110,2024-08-01,0.0,80.0
17611,1,111,2024-08-01,157.0,105.0
17612,1,112,2024-08-01,176.0,118.0
17613,1,113,2024-08-01,33.0,20.0
17614,1,114,2024-08-01,167.0,66.0
17615,1,115,2024-08-01,50.0,22.0
17616,1,116,2024-08-01,56.0,35.0
17617,1,117,2024-08-01,95.0,63.0
17618,1,118,2024-08-01,136.0,57.0
17619,1,119,2024-08-01,121.0,67.0
17620,1,120,2024-08-01,110.0,60.0
17621,1,121,2024-08-01,29.0,149.0
17622,1,122,2024-08-01,54.0,22.0
17623,1,123,2024-08-01,6.0,212.0
17624,1,124,2024-08-01,206.0,115.0
17625,1,125,2024-08-01,95.0,55.0
17626,1,126,2024-08-01,61.0,31.0
17627,1,127,2024-08-01,16.0,63.0
17628,1,128,2024-08-01,295.0,207.0
17629,1,129,2024-08-01,198.0,80.0
17630,1,130,2024-08-01,132.0,87.0
17631,1,131,2024-08-01,46.0,28.0
17632,1,132,2024-08-01,20.0,86.0
17633,1,133,2024-08-01,136.0,90.0
17634,1,134,2024-08-01,138.0,98.0
17635,1,135,2024-08-01,96.0,56.0
17636,1,136,2024-08-01,134.0,98.0
17637,1,137,2024-08-01,237.0,111.0
17638,1,138,2024-08-01,96.0,48.0
17639,1,139,2024-08-01,89.0,50.0
17640,1,140,2024-08-01,1.0,95.0
17641,1,141,2024-08-01,91.0,52.0
17642,1,142,2024-08-01,111.0,64.0
17643,1,143,2024-08-01,142.0,78.0
17644,1,144,2024-08-01,139.0,67.0
17645,1,145,2024-08-01,164.0,122.0
17646,1,146,2024-08-01,18.0,122.0
17647,1,147,2024-08-01,131.0,97.0
17648,1,148,2024-08-01,111.0,53.0
17649,1,149,2024-08-01,18.0,86.0
17650,1,150,2024-08-01,143.0,106.0
17651,1,151,2024-08-01,171.0,128.0
17652,1,152,2024-08-01,197.0,142.0
17653,1,153,2024-08-01,13.0,165.0
17654,1,154,2024-08-01,58.0,31.0
17655,1,155,2024-08-01,74.0,37.0
17656,1,156,2024-08-01,75.0,32.0
17657,1,157,2024-08-01,131.0,61.0
17658,1,158,2024-08-01,113.0,73.0
17659,1,159,2024-08-01,313.0,217.0
17660,1,160,2024-08-01,183.0,68.0
17661,1,161,2024-08-01,113.0,63.0
17662,1,162,2024-08-01,59.0,33.0
17663,1,163,2024-08-01,4.0,37.0
17664,1,164,2024-08-01,277.0,186.0
17665,1,165,2024-08-01,89.0,60.0
17666,1,166,2024-08-01,160.0,60.0
17667,1,167,2024-08-01,213.0,81.0
17668,1,168,2024-08-01,220.0,114.0
17669,1,169,2024-08-01,146.0,108.0
17670,1,170,2024-08-01,209.0,76.0
17671,1,171,2024-08-01,200.0,94.0
17672,1,172,2024-08-01,130.0,79.0
17673,1,173,2024-08-01,194.0,104.0
17674,1,174,2024-08-01,8.0,61.0
17675,1,175,2024-08-01,58.0,21.0
17676,1,176,2024-08-01,187.0,98.0
17677,1,177,2024-08-01,244.0,160.0
17678,1,178,2024-08-01,135.0,83.0
17679,1,179,2024-08-01,15.0,48.0
17680,1,180,2024-08-01,281.0,122.0
17681,1,181,2024-08-01,45.0,20.0
17682,1,182,2024-08-01,171.0,66.0
17683,1,183,2024-08-01,117.0,66.0
17684,1,184,2024-08-01,137.0,72.0
17685,1,185,2024-08-01,26.0,88.0
17686,1,186,2024-08-01,101.0,46.0
17687,1,187,2024-08-01,4.0,27.0
17688,1,188,2024-08-01,33.0,20.0
17689,1,189,2024-08-01,5.0,134.0
17690,1,190,2024-08-01,262.0,186.0
17691,1,191,2024-08-01,19.0,62.0
17692,1,192,2024-08-01,138.0,94.0
17693,1,193,2024-08-01,157.0,70.0
17694,1,194,2024-08-01,89.0,45.0
17695,1,195,2024-08-01,194.0,121.0
17696,1,196,2024-08-01,57.0,29.0
17697,1,197,2024-08-01,441.0,164.0
17698,1,198,2024-08-01,124.0,46.0
17699,1,199,2024-08-01,79.0,57.0
17700,1,200,2024-08-01,168.0,109.0
17701,1,201,2024-08-01,99.0,39.0
17702,1,202,2024-08-01,128.0,68.0
17703,1,203,2024-08-01,358.0,242.0
17704,1,204,2024-08-01,119.0,58.0
17705,1,205,2024-08-01,45.0,21.0
17706,1,206,2024-08-01,116.0,55.0
17707,1,207,2024-08-01,209.0,141.0
17708,1,208,2024-08-01,201.0,143.0
17709,1,209,2024-08-01,164.0,67.0
17710,1,210,2024-08-01,88.0,63.0
17711,1,211,2024-08-01,188.0,111.0
17712,1,212,2024-08-01,124.0,91.0
17713,1,213,2024-08-01,147.0,61.0
17714,1,214,2024-08-01,72.0,30.0
17715,1,215,2024-08-01,49.0,20.0
17716,1,216,2024-08-01,18.0,59.0
17717,1,217,2024-08-01,355.0,237.0
17718,1,218,2024-08-01,147.0,80.0
17719,1,219,2024-08-01,34.0,20.0
17720,1,220,2024-08-01,210.0,78.0
17721,1,221,2024-08-01,82.0,32.0
17722,1,222,2024-08-01,24.0,44.0
17723,1,223,2024-08-01,137.0,74.0
17724,1,224,2024-08-01,89.0,62.0
17725,1,225,2024-08-01,184.0,91.0
17726,1,226,2024-08-01,174.0,103.0
17727,1,227,2024-08-01,178.0,76.0
17728,1,228,2024-08-01,21.0,39.0
17729,1,229,2024-08-01,14.0,133.0
17730,1,230,2024-08-01,127.0,49.0
17731,1,231,2024-08-01,146.0,70.0
17732,1,232,2024-08-01,9.0,81.0
17733,1,233,2024-08-01,179.0,81.0
17734,1,234,2024-08-01,246.0,160.0
17735,1,235,2024-08-01,111.0,75.0
17736,1,236,2024-08-01,151.0,92.0
17737,1,237,2024-08-01,307.0,121.0
17738,1,238,2024-08-01,100.0,61.0
17739,1,239,2024-08-01,149.0,111.0
17740,1,240,2024-08-01,160.0,92.0
17741,1,241,2024-08-01,0.0,47.0
17742,1,242,2024-08-01,317.0,154.0
17743,1,243,2024-08-01,254.0,184.0
17744,1,244,2024-08-01,166.0,87.0
17745,1,245,2024-08-01,185.0,78.0
17746,1,246,2024-08-01,80.0,52.0
17747,1,247,2024-08-01,22.0,126.0
17748,1,248,2024-08-01,169.0,120.0
17749,1,249,2024-08-01,59.0,35.0
17750,1,250,2024-08-01,286.0,141.0
17751,1,251,2024-08-01,3.0,36.0
17752,1,252,2024-08-01,24.0,57.0
17753,1,253,2024-08-01,1.0,62.0
17754,1,254,2024-08-01,132.0,72.0
17755,1,255,2024-08-01,31.0,20.0
17756,1,256,2024-08-01,340.0,171.0
17757,1,257,2024-08-01,113.0,54.0
17758,1,258,2024-08-01,6.0,85.0
17759,1,259,2024-08-01,6.0,72.0
17760,1,260,2024-08-01,290.0,163.0
17761,1,261,2024-08-01,106.0,55.0
17762,1,262,2024-08-01,114.0,63.0
17763,1,263,2024-08-01,356.0,171.0
17764,1,264,2024-08-01,275.0,123.0
17765,1,265,2024-08-01,107.0,56.0
17766,1,266,2024-08-01,129.0,47.0
17767,1,267,2024-08-01,153.0,67.0
17768,1,268,2024-08-01,107.0,37.0
17769,1,269,2024-08-01,73.0,45.0
17770,1,270,2024-08-01,83.0,30.0
17771,1,271,2024-08-01,423.0,192.0
17772,1,272,2024-08-01,16.0,35.0
17773,1,273,2024-08-01,20.0,102.0
17774,1,274,2024-08-01,96.0,42.0
17775,1,275,2024-08-01,141.0,87.0
17776,1,276,2024-08-01,156.0,77.0
17777,1,277,2024-08-01,212.0,76.0
17778,1,278,2024-08-01,169.0,96.0
17779,1,279,2024-08-01,142.0,62.0
17780,1,280,2024-08-01,26.0,65.0
17781,1,281,2024-08-01,181.0,113.0
17782,1,282,2024-08-01,220.0,154.0
17783,1,283,2024-08-01,89.0,57.0
17784,1,284,2024-08-01,135.0,89.0
17785,1,285,2024-08-01,0.0,103.0
17786,1,286,2024-08-01,80.0,50.0
17787,1,287,2024-08-01,85.0,43.0
17788,1,288,2024-08-01,97.0,66.0
17789,1,289,2024-08-01,151.0,65.0
17790,1,290,2024-08-01,163.0,119.0
17791,1,291,2024-08-01,391.0,283.0
17792,1,292,2024-08-01,72.0,26.0
17793,1,293,2024-08-01,113.0,48.0
17794,1,294,2024-08-01,108.0,80.0
17795,1,295,2024-08-01,124.0,66.0
17796,1,296,2024-08-01,444.0,271.0
17797,1,297,2024-08-01,153.0,94.0
17798,1,298,2024-08-01,400.0,174.0
17799,1,299,2024-08-01,107.0,66.0
17800,1,300,2024-08-01,121.0,62.0
17801,1,301,2024-08-01,65.0,27.0
17802,1,302,2024-08-01,71.0,25.0
17803,1,303,2024-08-01,331.0,167.0
17804,1,304,2024-08-01,77.0,36.0
17805,1,305,2024-08-01,270.0,198.0
17806,1,306,2024-08-01,75.0,41.0
17807,1,307,2024-08-01,103.0,38.0
17808,1,308,2024-08-01,9.0,26.0
17809,1,309,2024-08-01,273.0,141.0
17810,1,310,2024-08-01,171.0,96.0
17811,1,311,2024-08-01,125.0,82.0
17812,1,312,2024-08-01,78.0,31.0
17813,1,313,2024-08-01,84.0,57.0
17814,1,314,2024-08-01,141.0,84.0
17815,1,315,2024-08-01,86.0,31.0
17816,1,316,2024-08-01,194.0,138.0
17817,1,317,2024-08-01,24.0,81.0
17818,1,318,2024-08-01,61.0,27.0
17819,1,319,2024-08-01,91.0,41.0
17820,1,320,2024-08-01,197.0,105.0
17821,1,321,2024-08-01,150.0,61.0
17822,1,322,2024-08-01,154.0,106.0
17823,1,323,2024-08-01,157.0,69.0
17824,1,324,2024-08-01,100.0,45.0
17825,1,325,2024-08-01,181.0,103.0
17826,1,326,2024-08-01,88.0,33.0
17827,1,327,2024-08-01,23.0,89.0
17828,1,328,2024-08-01,165.0,67.0
17829,1,329,2024-08-01,134.0,93.0
17830,1,330,2024-08-01,120.0,87.0
17831,1,331,2024-08-01,162.0,94.0
17832,1,332,2024-08-01,60.0,25.0
17833,1,333,2024-08-01,78.0,53.0
17834,1,334,2024-08-01,0.0,27.0
17835,1,335,2024-08-01,192.0,95.0
17836,1,336,2024-08-01,205.0,129.0
17837,1,337,2024-08-01,75.0,51.0
17838,1,338,2024-08-01,204.0,125.0
17839,1,339,2024-08-01,98.0,40.0
17840,1,340,2024-08-01,71.0,35.0
17841,1,341,2024-08-01,120.0,78.0
17842,1,342,2024-08-01,180.0,132.0
17843,1,343,2024-08-01,186.0,104.0
17844,1,344,2024-08-01,144.0,58.0
17845,1,345,2024-08-01,275.0,184.0
17846,1,346,2024-08-01,9.0,26.0
17847,1,347,2024-08-01,113.0,52.0
17848,1,348,2024-08-01,252.0,161.0
17849,1,349,2024-08-01,214.0,154.0
17850,1,350,2024-08-01,965.0,556.0
17851,1,351,2024-08-01,241.0,89.0
17852,1,352,2024-08-01,154.0,104.0
17853,1,353,2024-08-01,27.0,28.0
17854,1,354,2024-08-01,104.0,66.0
17855,1,355,2024-08-01,117.0,61.0
17856,1,356,2024-08-01,120.0,65.0
17857,1,357,2024-08-01,100.0,58.0
17858,1,358,2024-08-01,161.0,119.0
17859,1,359,2024-08-01,27.0,215.0
17860,1,360,2024-08-01,104.0,70.0
17861,1,361,2024-08-01,146.0,63.0
17862,1,362,2024-08-01,55.0,33.0
17863,1,363,2024-08-01,210.0,109.0
17864,1,364,2024-08-01,250.0,180.0
17865,1,365,2024-08-01,57.0,40.0
17866,1,366,2024-08-01,114.0,62.0
17867,1,367,2024-08-01,133.0,76.0
17868,1,368,2024-08-01,41.0,26.0
17869,1,369,2024-08-01,19.0,85.0
17870,1,370,2024-08-01,106.0,56.0
17871,1,371,2024-08-01,137.0,59.0
17872,1,372,2024-08-01,5.0,43.0
17873,1,373,2024-08-01,148.0,56.0
17874,1,374,2024-08-01,117.0,73.0
17875,1,375,2024-08-01,135.0,85.0
17876,1,376,2024-08-01,107.0,62.0
17877,1,377,2024-08-01,19.0,52.0
17878,1,378,2024-08-01,127.0,64.0
17879,1,379,2024-08-01,94.0,36.0
17880,1,380,2024-08-01,124.0,92.0
17881,1,381,2024-08-01,257.0,187.0
17882,1,382,2024-08-01,155.0,113.0
17883,1,383,2024-08-01,89.0,32.0
17884,1,384,2024-08-01,232.0,92.0
17885,1,385,2024-08-01,177.0,110.0
17886,1,386,2024-08-01,95.0,55.0
17887,1,387,2024-08-01,89.0,52.0
17888,1,388,2024-08-01,105.0,38.0
17889,1,389,2024-08-01,7.0,72.0
17890,1,390,2024-08-01,5.0,127.0
17891,1,391,2024-08-01,306.0,178.0
17892,1,392,2024-08-01,57.0,32.0
17893,1,393,2024-08-01,104.0,76.0
17894,1,394,2024-08-01,0.0,128.0
17895,1,395,2024-08-01,97.0,65.0
17896,1,396,2024-08-01,16.0,58.0
17897,1,397,2024-08-01,117.0,75.0
17898,1,398,2024-08-01,14.0,55.0
17899,1,399,2024-08-01,169.0,74.0
17900,1,400,2024-08-01,20.0,25.0
17901,1,401,2024-08-01,245.0,132.0
17902,1,402,2024-08-01,130.0,67.0
17903,1,403,2024-08-01,87.0,60.0
17904,1,404,2024-08-01,23.0,106.0
17905,1,405,2024-08-01,171.0,61.0
17906,1,406,2024-08-01,146.0,97.0
17907,1,407,2024-08-01,377.0,176.0
17908,1,408,2024-08-01,413.0,173.0
17909,1,409,2024-08-01,185.0,119.0
17910,1,410,2024-08-01,208.0,95.0
17911,1,411,2024-08-01,134.0,69.0
17912,1,412,2024-08-01,0.0,39.0
17913,1,413,2024-08-01,219.0,119.0
17914,1,414,2024-08-01,263.0,94.0
17915,1,415,2024-08-01,11.0,186.0
17916,1,416,2024-08-01,146.0,108.0
17917,1,417,2024-08-01,240.0,90.0
17918,1,418,2024-08-01,101.0,50.0
17919,1,419,2024-08-01,160.0,114.0
17920,1,420,2024-08-01,128.0,55.0
17921,1,421,2024-08-01,176.0,84.0
17922,1,422,2024-08-01,59.0,24.0
17923,1,423,2024-08-01,102.0,53.0
17924,1,424,2024-08-01,301.0,124.0
17925,1,425,2024-08-01,248.0,129.0
17926,1,426,2024-08-01,77.0,30.0
17927,1,427,2024-08-01,116.0,86.0
17928,1,428,2024-08-01,102.0,39.0
17929,1,429,2024-08-01,177.0,110.0
17930,1,430,2024-08-01,28.0,87.0
17931,1,431,2024-08-01,323.0,230.0
17932,1,432,2024-08-01,125.0,88.0
17933,1,433,2024-08-01,124.0,77.0
17934,1,434,2024-08-01,81.0,46.0
17935,1,435,2024-08-01,19.0,63.0
17936,1,436,2024-08-01,150.0,77.0
17937,1,437,2024-08-01,268.0,167.0
17938,1,438,2024-08-01,4.0,83.0
17939,1,439,2024-08-01,25.0,21.0
17940,1,440,2024-08-01,140.0,55.0
17941,1,441,2024-08-01,170.0,121.0
17942,1,442,2024-08-01,207.0,139.0
17943,1,443,2024-08-01,21.0,20.0
17944,1,444,2024-08-01,21.0,243.0
17945,1,445,2024-08-01,150.0,61.0
17946,1,446,2024-08-01,374.0,185.0
17947,1,447,2024-08-01,177.0,112.0
17948,1,448,2024-08-01,135.0,94.0
17949,1,449,2024-08-01,144.0,55.0
17950,1,450,2024-08-01,183.0,117.0
17951,1,451,2024-08-01,2.0,75.0
17952,1,452,2024-08-01,138.0,87.0
17953,1,453,2024-08-01,251.0,126.0
17954,1,454,2024-08-01,60.0,26.0
17955,1,455,2024-08-01,76.0,47.0
17956,1,456,2024-08-01,93.0,35.0
17957,1,457,2024-08-01,81.0,32.0
17958,1,458,2024-08-01,130.0,91.0
17959,1,459,2024-08-01,86.0,43.0
17960,1,460,2024-08-01,205.0,118.0
17961,1,461,2024-08-01,21.0,51.0
17962,1,462,2024-08-01,185.0,86.0
17963,1,463,2024-08-01,62.0,27.0
17964,1,464,2024-08-01,86.0,46.0
17965,1,465,2024-08-01,58.0,27.0
17966,1,466,2024-08-01,19.0,42.0
17967,1,467,2024-08-01,27.0,20.0
17968,1,468,2024-08-01,109.0,74.0
17969,1,469,2024-08-01,142.0,63.0
17970,1,470,2024-08-01,256.0,138.0
17971,1,471,2024-08-01,203.0,137.0
17972,1,472,2024-08-01,592.0,437.0
17973,1,473,2024-08-01,84.0,31.0
17974,1,474,2024-08-01,112.0,83.0
17975,1,475,2024-08-01,115.0,43.0
17976,1,476,2024-08-01,2.0,56.0
17977,1,477,2024-08-01,356.0,132.0
17978,1,478,2024-08-01,90.0,47.0
17979,1,479,2024-08-01,145.0,91.0
17980,1,480,2024-08-01,40.0,20.0
17981,1,481,2024-08-01,62.0,26.0
17982,1,482,2024-08-01,166.0,124.0
17983,1,483,2024-08-01,115.0,67.0
17984,1,484,2024-08-01,15.0,73.0
17985,1,485,2024-08-01,307.0,133.0
17986,1,486,2024-08-01,109.0,71.0
17987,1,487,2024-08-01,64.0,31.0
17988,1,488,2024-08-01,181.0,124.0
17989,1,489,2024-08-01,20.0,62.0
17990,1,490,2024-08-01,143.0,67.0
17991,1,491,2024-08-01,75.0,56.0
17992,1,492,2024-08-01,23.0,204.0
17993,1,493,2024-08-01,20.0,146.0
17994,1,494,2024-08-01,147.0,103.0
17995,1,495,2024-08-01,310.0,217.0
17996,1,496,2024-08-01,156.0,90.0
17997,1,497,2024-08-01,80.0,59.0
17998,1,498,2024-08-01,74.0,42.0
17999,1,499,2024-08-01,69.0,49.0
18000,1,500,2024-08-01,123.0,49.0
18001,2,1,2024-08-01,307.0,214.0
18002,2,2,2024-08-01,269.0,94.0
18003,2,3,2024-08-01,164.0,71.0
18004,2,4,2024-08-01,91.0,52.0
18005,2,5,2024-08-01,174.0,107.0
18006,2,6,2024-08-01,163.0,116.0
18007,2,7,2024-08-01,203.0,99.0
18008,2,8,2024-08-01,118.0,79.0
18009,2,9,2024-08-01,208.0,82.0
18010,2,10,2024-08-01,153.0,63.0
18011,2,11,2024-08-01,512.0,181.0
18012,2,12,2024-08-01,168.0,75.0
18013,2,13,2024-08-01,59.0,30.0
18014,2,14,2024-08-01,136.0,82.0
18015,2,15,2024-08-01,205.0,123.0
18016,2,16,2024-08-01,111.0,70.0
18017,2,17,2024-08-01,74.0,36.0
18018,2,18,2024-08-01,226.0,136.0
18019,2,19,2024-08-01,37.0,20.0
18020,2,20,2024-08-01,76.0,42.0
18021,2,21,2024-08-01,15.0,158.0
18022,2,22,2024-08-01,124.0,77.0
18023,2,23,2024-08-01,20.0,85.0
18024,2,24,2024-08-01,81.0,42.0
18025,2,25,2024-08-01,243.0,116.0
18026,2,26,2024-08-01,505.0,352.0
18027,2,27,2024-08-01,126.0,81.0
18028,2,28,2024-08-01,92.0,32.0
18029,2,29,2024-08-01,18.0,50.0
18030,2,30,2024-08-01,81.0,60.0
18031,2,31,2024-08-01,74.0,33.0
18032,2,32,2024-08-01,672.0,327.0
18033,2,33,2024-08-01,209.0,138.0
18034,2,34,2024-08-01,128.0,71.0
18035,2,35,2024-08-01,25.0,117.0
18036,2,36,2024-08-01,59.0,37.0
18037,2,37,2024-08-01,126.0,59.0
18038,2,38,2024-08-01,113.0,76.0
18039,2,39,2024-08-01,4.0,74.0
18040,2,40,2024-08-01,208.0,82.0
18041,2,41,2024-08-01,75.0,46.0
18042,2,42,2024-08-01,212.0,108.0
18043,2,43,2024-08-01,66.0,43.0
18044,2,44,2024-08-01,20.0,85.0
18045,2,45,2024-08-01,184.0,80.0
18046,2,46,2024-08-01,156.0,90.0
18047,2,47,2024-08-01,110.0,39.0
18048,2,48,2024-08-01,80.0,49.0
18049,2,49,2024-08-01,261.0,177.0
18050,2,50,2024-08-01,155.0,57.0
18051,2,51,2024-08-01,98.0,50.0
18052,2,52,2024-08-01,132.0,77.0
18053,2,53,2024-08-01,82.0,39.0
18054,2,54,2024-08-01,113.0,40.0
18055,2,55,2024-08-01,250.0,161.0
18056,2,56,2024-08-01,0.0,412.0
18057,2,57,2024-08-01,207.0,124.0
18058,2,58,2024-08-01,7.0,93.0
18059,2,59,2024-08-01,133.0,46.0
18060,2,60,2024-08-01,272.0,165.0
18061,2,61,2024-08-01,83.0,48.0
18062,2,62,2024-08-01,254.0,159.0
18063,2,63,2024-08-01,197.0,137.0
18064,2,64,2024-08-01,74.0,47.0
18065,2,65,2024-08-01,181.0,66.0
18066,2,66,2024-08-01,229.0,165.0
18067,2,67,2024-08-01,195.0,88.0
18068,2,68,2024-08-01,164.0,72.0
18069,2,69,2024-08-01,130.0,47.0
18070,2,70,2024-08-01,118.0,43.0
18071,2,71,2024-08-01,153.0,56.0
18072,2,72,2024-08-01,89.0,62.0
18073,2,73,2024-08-01,271.0,193.0
18074,2,74,2024-08-01,153.0,80.0
18075,2,75,2024-08-01,169.0,82.0
18076,2,76,2024-08-01,250.0,132.0
18077,2,77,2024-08-01,116.0,66.0
18078,2,78,2024-08-01,123.0,86.0
18079,2,79,2024-08-01,216.0,98.0
18080,2,80,2024-08-01,92.0,54.0
18081,2,81,2024-08-01,16.0,98.0
18082,2,82,2024-08-01,44.0,20.0
18083,2,83,2024-08-01,95.0,52.0
18084,2,84,2024-08-01,54.0,30.0
18085,2,85,2024-08-01,28.0,268.0
18086,2,86,2024-08-01,147.0,63.0
18087,2,87,2024-08-01,435.0,309.0
18088,2,88,2024-08-01,147.0,66.0
18089,2,89,2024-08-01,8.0,33.0
18090,2,90,2024-08-01,97.0,63.0
18091,2,91,2024-08-01,273.0,196.0
18092,2,92,2024-08-01,125.0,88.0
18093,2,93,2024-08-01,138.0,81.0
18094,2,94,2024-08-01,100.0,35.0
18095,2,95,2024-08-01,108.0,65.0
18096,2,96,2024-08-01,10.0,94.0
18097,2,97,2024-08-01,161.0,71.0
18098,2,98,2024-08-01,102.0,68.0
18099,2,99,2024-08-01,136.0,82.0
18100,2,100,2024-08-01,98.0,59.0
18101,2,101,2024-08-01,130.0,89.0
18102,2,102,2024-08-01,102.0,47.0
18103,2,103,2024-08-01,252.0,161.0
18104,2,104,2024-08-01,309.0,218.0
18105,2,105,2024-08-01,107.0,78.0
18106,2,106,2024-08-01,249.0,90.0
18107,2,107,2024-08-01,49.0,20.0
18108,2,108,2024-08-01,118.0,60.0
18109,2,109,2024-08-01,150.0,72.0
18110,2,110,2024-08-01,108.0,43.0
18111,2,111,2024-08-01,120.0,52.0
18112,2,112,2024-08-01,244.0,146.0
18113,2,113,2024-08-01,50.0,34.0
18114,2,114,2024-08-01,166.0,62.0
18115,2,115,2024-08-01,43.0,26.0
18116,2,116,2024-08-01,12.0,74.0
18117,2,117,2024-08-01,109.0,67.0
18118,2,118,2024-08-01,222.0,155.0
18119,2,119,2024-08-01,91.0,62.0
18120,2,120,2024-08-01,130.0,51.0
18121,2,121,2024-08-01,320.0,216.0
18122,2,122,2024-08-01,103.0,49.0
18123,2,123,2024-08-01,286.0,209.0
18124,2,124,2024-08-01,243.0,168.0
18125,2,125,2024-08-01,107.0,69.0
18126,2,126,2024-08-01,127.0,88.0
18127,2,127,2024-08-01,139.0,78.0
18128,2,128,2024-08-01,293.0,121.0
18129,2,129,2024-08-01,173.0,129.0
18130,2,130,2024-08-01,76.0,47.0
18131,2,131,2024-08-01,17.0,45.0
18132,2,132,2024-08-01,99.0,58.0
18133,2,133,2024-08-01,111.0,59.0
18134,2,134,2024-08-01,117.0,45.0
18135,2,135,2024-08-01,63.0,22.0
18136,2,136,2024-08-01,168.0,84.0
18137,2,137,2024-08-01,218.0,147.0
18138,2,138,2024-08-01,121.0,60.0
18139,2,139,2024-08-01,146.0,66.0
18140,2,140,2024-08-01,127.0,59.0
18141,2,141,2024-08-01,99.0,71.0
18142,2,142,2024-08-01,87.0,36.0
18143,2,143,2024-08-01,118.0,59.0
18144,2,144,2024-08-01,102.0,46.0
18145,2,145,2024-08-01,204.0,92.0
18146,2,146,2024-08-01,151.0,85.0
