customer_id,customer_name,region
1045,Customer 01045,Northeast
1046,Customer 01046,Southeast
1047,Customer 01047,Southeast
1048,Customer 01048,Southwest
1049,Customer 01049,West
1050,Customer 01050,Southeast
1051,Customer 01051,Southwest
1052,Customer 01052,Northeast
1053,Customer 01053,Southeast
1054,Customer 01054,Northeast
1055,Customer 01055,Southeast
1056,Customer 01056,Southwest
1057,Customer 01057,West
1058,Customer 01058,Southeast
1059,Customer 01059,Midwest
1060,Customer 01060,Southwest
1061,Customer 01061,West
1062,Customer 01062,Southwest
1063,Customer 01063,Southeast
1064,Customer 01064,Southwest
1065,Customer 01065,Southeast
1066,Customer 01066,West
1067,Customer 01067,Southeast
1068,Customer 01068,Southwest
1069,Customer 01069,Northeast
1070,Customer 01070,Midwest
1071,Customer 01071,West
1072,Customer 01072,Southwest
1073,Customer 01073,Midwest
1074,Customer 01074,West
1075,Customer 01075,West
1076,Customer 01076,Southeast
1077,Customer 01077,Midwest
1078,Customer 01078,Midwest
1079,Customer 01079,Southwest
1080,Customer 01080,Southeast
1081,Customer 01081,Southeast
1082,Customer 01082,West
1083,Customer 01083,West
1084,Customer 01084,West
1085,Customer 01085,West
1086,Customer 01086,Southwest
1087,Customer 01087,Southwest
1088,Customer 01088,Southwest
1089,Customer 01089,Midwest
1090,Customer 01090,Midwest
1091,Customer 01091,Southeast
1092,Customer 01092,Southwest
1093,Customer 01093,Southeast
1094,Customer 01094,Southeast
1095,Customer 01095,Midwest
1096,Customer 01096,Midwest
1097,Customer 01097,Southeast
1098,Customer 01098,West
1099,Customer 01099,West
1100,Customer 01100,Northeast
1101,Customer 01101,Northeast
1102,Customer 01102,Southeast
1103,Customer 01103,West
1104,Customer 01104,West
1105,Customer 01105,Northeast
1106,Customer 01106,Southwest
1107,Customer 01107,Northeast
1108,Customer 01108,Southeast
1109,Customer 01109,West
1110,Customer 01110,Southeast
1111,Customer 01111,Northeast
1112,Customer 01112,Midwest
1113,Customer 01113,Southwest
1114,Customer 01114,West
1115,Customer 01115,West
1116,Customer 01116,Northeast
1117,Customer 01117,Northeast
1118,Customer 01118,West
1119,Customer 01119,Southeast
1120,Customer 01120,West
1121,Customer 01121,Southwest
1122,Customer 01122,Northeast
1123,Customer 01123,West
1124,Customer 01124,Northeast
1125,Customer 01125,Midwest
1126,Customer 01126,Midwest
1127,Customer 01127,Midwest
1128,Customer 01128,Southwest
1129,Customer 01129,Southwest
1130,Customer 01130,West
1131,Customer 01131,West
1132,Customer 01132,Midwest
1133,Customer 01133,Northeast
1134,Customer 01134,Southwest
1135,Customer 01135,West
1136,Customer 01136,Southeast
1137,Customer 01137,Midwest
1138,Customer 01138,Midwest
1139,Customer 01139,Northeast
1140,Customer 01140,Southwest
1141,Customer 01141,Southeast
1142,Customer 01142,West
1143,Customer 01143,West
1144,Customer 01144,West
1145,Customer 01145,Midwest
1146,Customer 01146,Southeast
1147,Customer 01147,Southwest
1148,Customer 01148,West
1149,Customer 01149,Midwest
1150,Customer 01150,West
1151,Customer 01151,Northeast
1152,Customer 01152,West
1153,Customer 01153,Northeast
1154,Customer 01154,Northeast
1155,Customer 01155,Midwest
1156,Customer 01156,Northeast
1157,Customer 01157,Northeast
1158,Customer 01158,Northeast
1159,Customer 01159,Midwest
1160,Customer 01160,Southwest
1161,Customer 01161,Northeast
1162,Customer 01162,Southwest
1163,Customer 01163,West
1164,Customer 01164,Northeast
1165,Customer 01165,Northeast
1166,Customer 01166,West
1167,Customer 01167,West
1168,Customer 01168,Midwest
1169,Customer 01169,West
1170,Customer 01170,Northeast
1171,Customer 01171,Southeast
1172,Customer 01172,Southwest
1173,Customer 01173,Southeast
1174,Customer 01174,Southwest
1175,Customer 01175,Midwest
1176,Customer 01176,Southwest
1177,Customer 01177,Midwest
1178,Customer 01178,Southeast
1179,Customer 01179,Southeast
1180,Customer 01180,Southeast
1181,Customer 01181,Southwest
1182,Customer 01182,Northeast
1183,Customer 01183,Northeast
1184,Customer 01184,Northeast
1185,Customer 01185,Northeast
1186,Customer 01186,West
1187,Customer 01187,Southeast
1188,Customer 01188,West
1189,Customer 01189,Northeast
1190,Customer 01190,Southwest
1191,Customer 01191,Midwest
1192,Customer 01192,Southeast
1193,Customer 01193,West
1194,Customer 01194,West
1195,Customer 01195,West
1196,Customer 01196,Southeast
1197,Customer 01197,Southeast
1198,Customer 01198,Southwest
1199,Customer 01199,Southeast
1200,Customer 01200,Southwest
1201,Customer 01201,Midwest
1202,Customer 01202,Midwest
1203,Customer 01203,West
1204,Customer 01204,Southwest
1205,Customer 01205,Northeast
1206,Customer 01206,Northeast
1207,Customer 01207,Southwest
1208,Customer 01208,Midwest
1209,Customer 01209,Southeast
1210,Customer 01210,Midwest
1211,Customer 01211,Southwest
1212,Customer 01212,West
1213,Customer 01213,Midwest
1214,Customer 01214,Southeast
1215,Customer 01215,Southeast
1216,Customer 01216,Midwest
1217,Customer 01217,Southeast
1218,Customer 01218,Midwest
1219,Customer 01219,Southwest
1220,Customer 01220,Northeast
1221,Customer 01221,Northeast
1222,Customer 01222,Southeast
1223,Customer 01223,West
1224,Customer 01224,Southwest
1225,Customer 01225,Northeast
1226,Customer 01226,West
1227,Customer 01227,Midwest
1228,Customer 01228,Midwest
1229,Customer 01229,West
1230,Customer 01230,Northeast
1231,Customer 01231,Southeast
1232,Customer 01232,Midwest
1233,Customer 01233,Southeast
1234,Customer 01234,Southwest
1235,Customer 01235,Southeast
1236,Customer 01236,Northeast
1237,Customer 01237,Southeast
1238,Customer 01238,Midwest
1239,Customer 01239,Northeast
1240,Customer 01240,Northeast
1241,Customer 01241,West
1242,Customer 01242,Southeast
1243,Customer 01243,Southeast
1244,Customer 01244,Northeast
1245,Customer 01245,Southeast
1246,Customer 01246,Southeast
1247,Customer 01247,Southwest
1248,Customer 01248,Southeast
1249,Customer 01249,West
1250,Customer 01250,West
1251,Customer 01251,Northeast
1252,Customer 01252,Northeast
1253,Customer 01253,Northeast
1254,Customer 01254,Southwest
1255,Customer 01255,Northeast
1256,Customer 01256,West
1257,Customer 01257,Southwest
1258,Customer 01258,West
1259,Customer 01259,Midwest
1260,Customer 01260,West
1261,Customer 01261,Northeast
1262,Customer 01262,Midwest
1263,Customer 01263,Southeast
1264,Customer 01264,West
1265,Customer 01265,Midwest
1266,Customer 01266,West
1267,Customer 01267,Northeast
1268,Customer 01268,West
1269,Customer 01269,Midwest
1270,Customer 01270,Midwest
1271,Customer 01271,West
1272,Customer 01272,Southeast
1273,Customer 01273,Southeast
1274,Customer 01274,Midwest
1275,Customer 01275,Northeast
1276,Customer 01276,Southeast
1277,Customer 01277,Southeast
1278,Customer 01278,Northeast
1279,Customer 01279,West
1280,Customer 01280,Midwest
1281,Customer 01281,Southeast
1282,Customer 01282,Midwest
1283,Customer 01283,Midwest
1284,Customer 01284,Southwest
1285,Customer 01285,West
1286,Customer 01286,West
1287,Customer 01287,Southeast
1288,Customer 01288,Southeast
1289,Customer 01289,Midwest
1290,Customer 01290,Midwest
1291,Customer 01291,Midwest
1292,Customer 01292,Southwest
1293,Customer 01293,Midwest
1294,Customer 01294,Southeast
1295,Customer 01295,Southeast
1296,Customer 01296,Southeast
1297,Customer 01297,Northeast
1298,Customer 01298,Northeast
1299,Customer 01299,Southwest
1300,Customer 01300,Southeast
1301,Customer 01301,Southeast
1302,Customer 01302,Midwest
1303,Customer 01303,Southwest
1304,Customer 01304,Southeast
1305,Customer 01305,West
1306,Customer 01306,West
1307,Customer 01307,Midwest
1308,Customer 01308,Southwest
1309,Customer 01309,Northeast
1310,Customer 01310,West
1311,Customer 01311,Southeast
1312,Customer 01312,West
1313,Customer 01313,Midwest
1314,Customer 01314,Northeast
1315,Customer 01315,Northeast
1316,Customer 01316,Southwest
1317,Customer 01317,Midwest
1318,Customer 01318,Northeast
1319,Customer 01319,Southwest
1320,Customer 01320,West
1321,Customer 01321,Midwest
1322,Customer 01322,Midwest
1323,Customer 01323,Northeast
1324,Customer 01324,West
1325,Customer 01325,Southeast
1326,Customer 01326,West
1327,Customer 01327,Southeast
1328,Customer 01328,Midwest
1329,Customer 01329,Southeast
1330,Customer 01330,Northeast
1331,Customer 01331,Southwest
1332,Customer 01332,Midwest
1333,Customer 01333,Midwest
1334,Customer 01334,West
1335,Customer 01335,West
1336,Customer 01336,West
1337,Customer 01337,Southeast
1338,Customer 01338,Midwest
1339,Customer 01339,West
1340,Customer 01340,Southeast
1341,Customer 01341,Northeast
1342,Customer 01342,West
1343,Customer 01343,Midwest
1344,Customer 01344,Midwest
1345,Customer 01345,West
1346,Customer 01346,Southwest
1347,Customer 01347,Midwest
1348,Customer 01348,Southeast
1349,Customer 01349,Midwest
1350,Customer 01350,Northeast
1351,Customer 01351,West
1352,Customer 01352,West
1353,Customer 01353,Southeast
1354,Customer 01354,Southeast
1355,Customer 01355,West
1356,Customer 01356,Northeast
1357,Customer 01357,Midwest
1358,Customer 01358,Midwest
1359,Customer 01359,Southwest
1360,Customer 01360,Northeast
1361,Customer 01361,Southwest
1362,Customer 01362,Southeast
1363,Customer 01363,Southwest
1364,Customer 01364,Northeast
1365,Customer 01365,Midwest
1366,Customer 01366,Midwest
1367,Customer 01367,Southeast
1368,Customer 01368,Northeast
1369,Customer 01369,Southeast
1370,Customer 01370,Southeast
1371,Customer 01371,Northeast
1372,Customer 01372,West
1373,Customer 01373,Midwest
1374,Customer 01374,West
1375,Customer 01375,West
1376,Customer 01376,Northeast
1377,Customer 01377,Southwest
1378,Customer 01378,West
1379,Customer 01379,Southwest
1380,Customer 01380,Midwest
1381,Customer 01381,Midwest
1382,Customer 01382,Northeast
1383,Customer 01383,Midwest
1384,Customer 01384,West
1385,Customer 01385,West
1386,Customer 01386,Northeast
1387,Customer 01387,Southwest
1388,Customer 01388,Southeast
1389,Customer 01389,West
1390,Customer 01390,Northeast
1391,Customer 01391,West
1392,Customer 01392,West
1393,Customer 01393,Northeast
1394,Customer 01394,Northeast
1395,Customer 01395,West
1396,Customer 01396,Northeast
1397,Customer 01397,Midwest
1398,Customer 01398,West
1399,Customer 01399,Midwest
1400,Customer 01400,Southeast
1401,Customer 01401,Midwest
1402,Customer 01402,Northeast
1403,Customer 01403,West
1404,Customer 01404,Southeast
1405,Customer 01405,Southeast
1406,Customer 01406,Southeast
1407,Customer 01407,West
1408,Customer 01408,Northeast
1409,Customer 01409,West
1410,Customer 01410,Southwest
1411,Customer 01411,West
1412,Customer 01412,West
1413,Customer 01413,West
1414,Customer 01414,West
1415,Customer 01415,Northeast
1416,Customer 01416,West
1417,Customer 01417,Midwest
1418,Customer 01418,Midwest
1419,Customer 01419,West
1420,Customer 01420,West
1421,Customer 01421,Southwest
1422,Customer 01422,Midwest
1423,Customer 01423,Midwest
1424,Customer 01424,Southeast
1425,Customer 01425,Southeast
1426,Customer 01426,Southeast
1427,Customer 01427,Northeast
1428,Customer 01428,Northeast
1429,Customer 01429,Southwest
1430,Customer 01430,Midwest
1431,Customer 01431,West
1432,Customer 01432,Southwest
1433,Customer 01433,Northeast
1434,Customer 01434,Northeast
1435,Customer 01435,Southeast
1436,Customer 01436,West
1437,Customer 01437,Southeast
1438,Customer 01438,Midwest
1439,Customer 01439,West
1440,Customer 01440,West
1441,Customer 01441,Southeast
1442,Customer 01442,Northeast
1443,Customer 01443,Northeast
1444,Customer 01444,Northeast
1445,Customer 01445,Southeast
1446,Customer 01446,Midwest
1447,Customer 01447,West
1448,Customer 01448,Midwest
1449,Customer 01449,Southwest
1450,Customer 01450,Southeast
1451,Customer 01451,West
1452,Customer 01452,Southwest
1453,Customer 01453,West
1454,Customer 01454,West
1455,Customer 01455,Southeast
1456,Customer 01456,Northeast
1457,Customer 01457,Southeast
1458,Customer 01458,Midwest
1459,Customer 01459,West
1460,Customer 01460,Southeast
1461,Customer 01461,Southwest
1462,Customer 01462,Midwest
1463,Customer 01463,Southeast
1464,Customer 01464,Southeast
1465,Customer 01465,Southwest
1466,Customer 01466,Southwest
1467,Customer 01467,Midwest
1468,Customer 01468,Southeast
1469,Customer 01469,Southwest
1470,Customer 01470,Northeast
1471,Customer 01471,West
1472,Customer 01472,Southeast
1473,Customer 01473,Northeast
1474,Customer 01474,Midwest
1475,Customer 01475,Midwest
1476,Customer 01476,Midwest
1477,Customer 01477,Midwest
1478,Customer 01478,West
1479,Customer 01479,Midwest
1480,Customer 01480,Midwest
1481,Customer 01481,Midwest
1482,Customer 01482,Northeast
1483,Customer 01483,Midwest
1484,Customer 01484,Southeast
1485,Customer 01485,Southwest
1486,Customer 01486,Northeast
1487,Customer 01487,West
1488,Customer 01488,Midwest
1489,Customer 01489,West
1490,Customer 01490,Midwest
1491,Customer 01491,Northeast
1492,Customer 01492,West
1493,Customer 01493,Southwest
1494,Customer 01494,West
1495,Customer 01495,Midwest
1496,Customer 01496,Southwest
1497,Customer 01497,West
1498,Customer 01498,Southwest
1499,Customer 01499,Southeast
1500,Customer 01500,Southwest
1501,Customer 01501,Southwest
1502,Customer 01502,West
1503,Customer 01503,Southeast
1504,Customer 01504,Midwest
1505,Customer 01505,West
1506,Customer 01506,Midwest
1507,Customer 01507,Southwest
1508,Customer 01508,Midwest
1509,Customer 01509,Southeast
1510,Customer 01510,Southwest
1511,Customer 01511,Northeast
1512,Customer 01512,Southeast
1513,Customer 01513,Southwest
1514,Customer 01514,Southwest
1515,Customer 01515,West
1516,Customer 01516,Southeast
1517,Customer 01517,Northeast
1518,Customer 01518,West
1519,Customer 01519,Northeast
1520,Customer 01520,Southeast
1521,Customer 01521,Southeast
1522,Customer 01522,Midwest
1523,Customer 01523,West
1524,Customer 01524,Southwest
1525,Customer 01525,Southwest
1526,Customer 01526,Northeast
1527,Customer 01527,Southeast
1528,Customer 01528,Midwest
1529,Customer 01529,Northeast
1530,Customer 01530,Southeast
1531,Customer 01531,Southeast
1532,Customer 01532,Northeast
1533,Customer 01533,Midwest
1534,Customer 01534,Southwest
1535,Customer 01535,Northeast
1536,Customer 01536,Midwest
1537,Customer 01537,West
1538,Customer 01538,Southwest
1539,Customer 01539,West
1540,Customer 01540,Midwest
1541,Customer 01541,West
1542,Customer 01542,Southeast
1543,Customer 01543,Southeast
1544,Customer 01544,Northeast
1545,Customer 01545,Midwest
1546,Customer 01546,Southeast
1547,Customer 01547,Southeast
1548,Customer 01548,Southwest
1549,Customer 01549,Southeast
1550,Customer 01550,Southeast
1551,Customer 01551,Northeast
1552,Customer 01552,Midwest
1553,Customer 01553,Southeast
1554,Customer 01554,Southeast
1555,Customer 01555,Southeast
1556,Customer 01556,Southwest
1557,Customer 01557,West
1558,Customer 01558,Midwest
1559,Customer 01559,Southwest
1560,Customer 01560,West
1561,Customer 01561,West
1562,Customer 01562,Southwest
1563,Customer 01563,West
1564,Customer 01564,West
1565,Customer 01565,West
1566,Customer 01566,Midwest
1567,Customer 01567,Northeast
1568,Customer 01568,Northeast
1569,Customer 01569,Midwest
1570,Customer 01570,Midwest
1571,Customer 01571,Midwest
1572,Customer 01572,Midwest
1573,Customer 01573,Midwest
1574,Customer 01574,West
1575,Customer 01575,Northeast
1576,Customer 01576,Southeast
1577,Customer 01577,West
1578,Customer 01578,West
1579,Customer 01579,West
1580,Customer 01580,West
1581,Customer 01581,West
1582,Customer 01582,Southeast
1583,Customer 01583,Midwest
1584,Customer 01584,Southeast
1585,Customer 01585,Southwest
1586,Customer 01586,West
1587,Customer 01587,Southeast
1588,Customer 01588,Midwest
1589,Customer 01589,Southeast
1590,Customer 01590,Northeast
1591,Customer 01591,Southeast
1592,Customer 01592,Northeast
1593,Customer 01593,West
1594,Customer 01594,Midwest
1595,Customer 01595,West
1596,Customer 01596,Southwest
1597,Customer 01597,Southeast
1598,Customer 01598,Northeast
1599,Customer 01599,West
1600,Customer 01600,Southeast
1601,Customer 01601,West
1602,Customer 01602,Northeast
1603,Customer 01603,Southwest
1604,Customer 01604,West
1605,Customer 01605,Southeast
1606,Customer 01606,Southeast
1607,Customer 01607,West
1608,Customer 01608,Southeast
1609,Customer 01609,Midwest
1610,Customer 01610,Midwest
1611,Customer 01611,Southeast
1612,Customer 01612,Southwest
1613,Customer 01613,Southwest
1614,Customer 01614,Southeast
1615,Customer 01615,West
1616,Customer 01616,Southeast
1617,Customer 01617,Northeast
1618,Customer 01618,Midwest
1619,Customer 01619,West
1620,Customer 01620,Northeast
1621,Customer 01621,Southeast
1622,Customer 01622,Midwest
1623,Customer 01623,West
1624,Customer 01624,Northeast
1625,Customer 01625,Southeast
1626,Customer 01626,Southwest
1627,Customer 01627,Southeast
1628,Customer 01628,Southeast
1629,Customer 01629,Southeast
1630,Customer 01630,Midwest
1631,Customer 01631,Midwest
1632,Customer 01632,West
1633,Customer 01633,Southwest
1634,Customer 01634,Southwest
1635,Customer 01635,West
1636,Customer 01636,Midwest
1637,Customer 01637,Midwest
1638,Customer 01638,West
1639,Customer 01639,Southeast
1640,Customer 01640,Southwest
1641,Customer 01641,Southwest
1642,Customer 01642,Northeast
1643,Customer 01643,Midwest
1644,Customer 01644,Southeast
1645,Customer 01645,Southeast
1646,Customer 01646,Midwest
1647,Customer 01647,Southeast
1648,Customer 01648,West
1649,Customer 01649,West
1650,Customer 01650,West
1651,Customer 01651,Southeast
1652,Customer 01652,Southeast
1653,Customer 01653,Southeast
1654,Customer 01654,Northeast
1655,Customer 01655,West
1656,Customer 01656,Midwest
1657,Customer 01657,Southeast
1658,Customer 01658,West
1659,Customer 01659,Southeast
1660,Customer 01660,Northeast
1661,Customer 01661,Northeast
1662,Customer 01662,Southwest
1663,Customer 01663,West
1664,Customer 01664,Southeast
1665,Customer 01665,West
1666,Customer 01666,West
1667,Customer 01667,West
1668,Customer 01668,Southeast
1669,Customer 01669,Northeast
1670,Customer 01670,West
1671,Customer 01671,Southeast
1672,Customer 01672,Southwest
1673,Customer 01673,Southwest
1674,Customer 01674,Northeast
1675,Customer 01675,West
1676,Customer 01676,West
1677,Customer 01677,Southwest
1678,Customer 01678,Midwest
1679,Customer 01679,West
1680,Customer 01680,Midwest
1681,Customer 01681,Southwest
1682,Customer 01682,West
1683,Customer 01683,Southwest
1684,Customer 01684,Southeast
1685,Customer 01685,Northeast
1686,Customer 01686,Southeast
1687,Customer 01687,Midwest
1688,Customer 01688,Midwest
1689,Customer 01689,Midwest
1690,Customer 01690,Southeast
1691,Customer 01691,West
1692,Customer 01692,West
1693,Customer 01693,Southeast
1694,Customer 01694,Southwest
1695,Customer 01695,Southwest
1696,Customer 01696,Midwest
1697,Customer 01697,Southeast
1698,Customer 01698,West
1699,Customer 01699,West
1700,Customer 01700,Southwest
1701,Customer 01701,West
1702,Customer 01702,West
1703,Customer 01703,Southeast
1704,Customer 01704,Southwest
1705,Customer 01705,Midwest
1706,Customer 01706,West
1707,Customer 01707,Northeast
1708,Customer 01708,Midwest
1709,Customer 01709,West
1710,Customer 01710,Southeast
1711,Customer 01711,West
1712,Customer 01712,Southeast
1713,Customer 01713,West
1714,Customer 01714,West
1715,Customer 01715,Southeast
1716,Customer 01716,Southwest
1717,Customer 01717,Southeast
1718,Customer 01718,Southwest
1719,Customer 01719,Southwest
1720,Customer 01720,West
1721,Customer 01721,Northeast
1722,Customer 01722,Southeast
1723,Customer 01723,Southwest
1724,Customer 01724,Midwest
1725,Customer 01725,Midwest
1726,Customer 01726,Northeast
1727,Customer 01727,Southeast
1728,Customer 01728,West
1729,Customer 01729,Northeast
1730,Customer 01730,Southeast
1731,Customer 01731,West
1732,Customer 01732,Northeast
1733,Customer 01733,Southwest
1734,Customer 01734,Southeast
1735,Customer 01735,West
1736,Customer 01736,Southwest
1737,Customer 01737,West
1738,Customer 01738,Southeast
1739,Customer 01739,Midwest
1740,Customer 01740,Southwest
1741,Customer 01741,Southeast
1742,Customer 01742,Southeast
1743,Customer 01743,Northeast
1744,Customer 01744,West
1745,Customer 01745,Southwest
1746,Customer 01746,Southwest
1747,Customer 01747,Southwest
1748,Customer 01748,Midwest
1749,Customer 01749,Midwest
1750,Customer 01750,Midwest
1751,Customer 01751,Southwest
1752,Customer 01752,Southeast
1753,Customer 01753,West
1754,Customer 01754,West
1755,Customer 01755,Southeast
1756,Customer 01756,Midwest
1757,Customer 01757,Northeast
1758,Customer 01758,West
1759,Customer 01759,West
1760,Customer 01760,West
1761,Customer 01761,Southeast
1762,Customer 01762,Northeast
1763,Customer 01763,Southeast
1764,Customer 01764,Northeast
1765,Customer 01765,Northeast
1766,Customer 01766,Northeast
1767,Customer 01767,West
1768,Customer 01768,Northeast
1769,Customer 01769,Northeast
1770,Customer 01770,West
1771,Customer 01771,Midwest
1772,Customer 01772,Southwest
1773,Customer 01773,Southwest
1774,Customer 01774,West
1775,Customer 01775,Southwest
1776,Customer 01776,Midwest
1777,Customer 01777,Southwest
1778,Customer 01778,Midwest
1779,Customer 01779,Southeast
1780,Customer 01780,Midwest
1781,Customer 01781,Northeast
1782,Customer 01782,West
1783,Customer 01783,Southeast
1784,Customer 01784,Northeast
1785,Customer 01785,Southeast
1786,Customer 01786,West
1787,Customer 01787,Southeast
1788,Customer 01788,Southwest
1789,Customer 01789,West
1790,Customer 01790,Northeast
1791,Customer 01791,Southwest
1792,Customer 01792,Southeast
1793,Customer 01793,Southeast
1794,Customer 01794,Southwest
1795,Customer 01795,West
1796,Customer 01796,Southeast
1797,Customer 01797,Midwest
1798,Customer 01798,Southeast
1799,Customer 01799,Midwest
1800,Customer 01800,Southwest
1801,Customer 01801,Southwest
1802,Customer 01802,Southwest
1803,Customer 01803,Northeast
1804,Customer 01804,Southwest
1805,Customer 01805,Southwest
1806,Customer 01806,Southwest
1807,Customer 01807,Northeast
1808,Customer 01808,Midwest
1809,Customer 01809,Midwest
1810,Customer 01810,Northeast
1811,Customer 01811,Southeast
1812,Customer 01812,Midwest
1813,Customer 01813,Southwest
1814,Customer 01814,Southeast
1815,Customer 01815,West
1816,Customer 01816,Midwest
1817,Customer 01817,Southwest
1818,Customer 01818,Midwest
1819,Customer 01819,Midwest
1820,Customer 01820,Southwest
1821,Customer 01821,West
1822,Customer 01822,Midwest
1823,Customer 01823,Midwest
1824,Customer 01824,Southwest
1825,Customer 01825,Southwest
1826,Customer 01826,Northeast
1827,Customer 01827,Midwest
1828,Customer 01828,Midwest
1829,Customer 01829,West
1830,Customer 01830,Midwest
1831,Customer 01831,Midwest
1832,Customer 01832,West
1833,Customer 01833,Midwest
1834,Customer 01834,Southeast
1835,Customer 01835,Southeast
1836,Customer 01836,Northeast
1837,Customer 01837,Northeast
1838,Customer 01838,Midwest
1839,Customer 01839,Southwest
1840,Customer 01840,Southwest
1841,Customer 01841,Northeast
1842,Customer 01842,Midwest
1843,Customer 01843,Northeast
1844,Customer 01844,West
1845,Customer 01845,Northeast
1846,Customer 01846,Southwest
1847,Customer 01847,Southeast
1848,Customer 01848,Southwest
1849,Customer 01849,Midwest
1850,Customer 01850,Southwest
1851,Customer 01851,Southeast
1852,Customer 01852,West
1853,Customer 01853,Midwest
1854,Customer 01854,Southwest
1855,Customer 01855,West
1856,Customer 01856,West
1857,Customer 01857,Southeast
1858,Customer 01858,Southeast
1859,Customer 01859,Southeast
1860,Customer 01860,Southeast
1861,Customer 01861,Midwest
1862,Customer 01862,West
1863,Customer 01863,West
1864,Customer 01864,Midwest
1865,Customer 01865,Southwest
1866,Customer 01866,West
1867,Customer 01867,West
1868,Customer 01868,Southeast
1869,Customer 01869,Midwest
1870,Customer 01870,West
1871,Customer 01871,Southeast
1872,Customer 01872,Midwest
1873,Customer 01873,West
1874,Customer 01874,West
1875,Customer 01875,West
1876,Customer 01876,West
1877,Customer 01877,Southeast
1878,Customer 01878,Southeast
1879,Customer 01879,Midwest
1880,Customer 01880,Midwest
1881,Customer 01881,Midwest
1882,Customer 01882,Southwest
1883,Customer 01883,Midwest
1884,Customer 01884,Southwest
1885,Customer 01885,Southeast
1886,Customer 01886,Southeast
1887,Customer 01887,Northeast
1888,Customer 01888,Southeast
1889,Customer 01889,West
1890,Customer 01890,Midwest
1891,Customer 01891,Southeast
1892,Customer 01892,Southwest
1893,Customer 01893,Midwest
1894,Customer 01894,Northeast
1895,Customer 01895,Southeast
1896,Customer 01896,Northeast
1897,Customer 01897,Southwest
1898,Customer 01898,Southeast
1899,Customer 01899,Northeast
1900,Customer 01900,Northeast
1901,Customer 01901,Midwest
1902,Customer 01902,Northeast
1903,Customer 01903,West
1904,Customer 01904,Northeast
1905,Customer 01905,Southwest
1906,Customer 01906,Midwest
1907,Customer 01907,Midwest
1908,Customer 01908,Northeast
1909,Customer 01909,West
1910,Customer 01910,West
1911,Customer 01911,Northeast
1912,Customer 01912,Northeast
1913,Customer 01913,West
1914,Customer 01914,Midwest
1915,Customer 01915,Northeast
1916,Customer 01916,Southeast
1917,Customer 01917,Southwest
1918,Customer 01918,Southwest
1919,Customer 01919,Midwest
1920,Customer 01920,West
1921,Customer 01921,Midwest
1922,Customer 01922,Southeast
1923,Customer 01923,Midwest
1924,Customer 01924,Southeast
1925,Customer 01925,Southeast
1926,Customer 01926,Northeast
1927,Customer 01927,Southeast
1928,Customer 01928,Southwest
1929,Customer 01929,Northeast
1930,Customer 01930,Midwest
1931,Customer 01931,Southwest
1932,Customer 01932,Southwest
1933,Customer 01933,Southwest
1934,Customer 01934,West
1935,Customer 01935,Southwest
1936,Customer 01936,Northeast
1937,Customer 01937,Midwest
1938,Customer 01938,Southwest
1939,Customer 01939,Southeast
1940,Customer 01940,Northeast
1941,Customer 01941,Southeast
1942,Customer 01942,Midwest
1943,Customer 01943,Midwest
1944,Customer 01944,Northeast
1945,Customer 01945,West
1946,Customer 01946,West
1947,Customer 01947,Southeast
1948,Customer 01948,West
1949,Customer 01949,Northeast
1950,Customer 01950,West
1951,Customer 01951,West
1952,Customer 01952,Northeast
1953,Customer 01953,Southwest
1954,Customer 01954,West
1955,Customer 01955,West
1956,Customer 01956,West
1957,Customer 01957,Midwest
1958,Customer 01958,Northeast
1959,Customer 01959,West
1960,Customer 01960,Southwest
1961,Customer 01961,Southwest
1962,Customer 01962,Midwest
1963,Customer 01963,Midwest
1964,Customer 01964,Northeast
1965,Customer 01965,Southwest
1966,Customer 01966,Northeast
1967,Customer 01967,Southwest
1968,Customer 01968,West
1969,Customer 01969,Midwest
1970,Customer 01970,Midwest
1971,Customer 01971,Southeast
1972,Customer 01972,West
1973,Customer 01973,Southwest
1974,Customer 01974,Southeast
1975,Customer 01975,Northeast
1976,Customer 01976,Southeast
1977,Customer 01977,Midwest
1978,Customer 01978,West
1979,Customer 01979,Southwest
1980,Customer 01980,Southeast
1981,Customer 01981,West
1982,Customer 01982,Southeast
1983,Customer 01983,West
1984,Customer 01984,Southeast
1985,Customer 01985,Southwest
1986,Customer 01986,West
1987,Customer 01987,Southeast
1988,Customer 01988,Southwest
1989,Customer 01989,West
1990,Customer 01990,Northeast
1991,Customer 01991,Northeast
1992,Customer 01992,Southwest
1993,Customer 01993,Southeast
1994,Customer 01994,Northeast
1995,Customer 01995,Midwest
1996,Customer 01996,Southwest
1997,Customer 01997,Southeast
1998,Customer 01998,Southeast
1999,Customer 01999,West
2000,Customer 02000,Midwest
2001,Customer 02001,West
2002,Customer 02002,Midwest
2003,Customer 02003,West
2004,Customer 02004,Southwest
2005,Customer 02005,Northeast
2006,Customer 02006,West
2007,Customer 02007,Midwest
2008,Customer 02008,Northeast
2009,Customer 02009,Northeast
2010,Customer 02010,Southwest
2011,Customer 02011,Northeast
2012,Customer 02012,Southeast
2013,Customer 02013,Northeast
2014,Customer 02014,Midwest
2015,Customer 02015,Midwest
2016,Customer 02016,Midwest
2017,Customer 02017,Southeast
2018,Customer 02018,Northeast
2019,Customer 02019,Southwest
2020,Customer 02020,Southeast
2021,Customer 02021,Southwest
2022,Customer 02022,Northeast
